Gene_ID	A._thaliana_best_hit	Symbol	Description	TF	Leaf_development
BraA05001686	AT3G07890	AT3G07890	Ypt/Rab-GAP domain of gyp1p superfamily protein	-	-
BraA03004488	AT5G42240	scpl42	serine carboxypeptidase-like 42	-	-
BraA03004489	AT5G15685	#N/A	#N/A	-	-
BraA03004490	AT4G04775	AT4G04775	zinc ion binding protein	-	-
BraA03004491	AT1G72275	#N/A	#N/A	-	-
BraA03004492	AT2G12550	NUB1	ubiquitin-associated (UBA)/TS-N domain-containing protein	-	-
BraA03004493	AT2G12646	AT2G12646	PLATZ transcription factor family protein	-	-
BraA03004494	AT2G13360	AGT	alanine:glyoxylate aminotransferase	-	-
BraA03004495	AT2G13350	AT2G13350	Calcium-dependent lipid-binding (CaLB domain) family protein	-	-
BraA03004496	AT2G13440	AT2G13440	glucose-inhibited division family A protein	-	-
BraA03004497	AT2G13540	ABH1	ARM repeat superfamily protein	-	-
BraA05001687	AT3G01085	AT3G01085	Protein kinase superfamily protein	-	-
BraA03004498	AT5G37780	CAM1	calmodulin 1	-	-
BraA03004499	AT2G13570	NF-YB7	nuclear factor Y, subunit B7	YES	-
BraA03004500	AT2G13600	SLO2	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA03004501	AT2G13610	ABCG5	ABC-2 type transporter family protein	-	-
BraA03004502	AT2G24100	ASG1	ATP-dependent DNA helicase	-	-
BraA03004503	AT1G53570	MAP3KA	mitogen-activated protein kinase kinase kinase 3	-	-
BraA03004504	AT2G13810	ALD1	AGD2-like defense response protein 1	-	YES
BraA03004505	AT2G13810	ALD1	AGD2-like defense response protein 1	-	YES
BraA03004506	AT2G13790	SERK4	somatic embryogenesis receptor-like kinase 4	-	YES
BraA03004507	AT1G08260	TIL1	DNA polymerase epsilon catalytic subunit	-	YES
BraA05001688	AT4G20520	AT4G20520	RNA binding / RNA-directed DNA polymerase	-	-
BraA03004508	AT2G13820	XYP2	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	-	-
BraA03004509	AT1G58410	AT1G58410	Disease resistance protein (CC-NBS-LRR class) family	-	-
BraA03004510	AT2G13840	AT2G13840	Polymerase/histidinol phosphatase-like protein	-	-
BraA03004511	AT2G14045	AT2G14045	c-Myc-binding protein	-	-
BraA03004512	AT4G05320	UBQ10	polyubiquitin 10	-	-
BraA03004513	AT2G14050	MCM9	minichromosome maintenance 9	-	-
BraA03004514	AT3G20130	CYP705A22	cytochrome P450, family 705, subfamily A, polypeptide 22	-	-
BraA03004515	AT2G14095	AT2G14095	hypothetical protein	-	-
BraA03004516	AT4G37850	AT4G37850	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA03004517	AT2G14260	PIP	proline iminopeptidase	-	-
BraA05001689	AT4G14280	AT4G14280	ARM repeat superfamily protein	-	-
BraA03004518	AT2G14520	AT2G14520	CBS domain protein (DUF21)	-	YES
BraA03004519	AT3G60670	AT3G60670	PLATZ transcription factor family protein	-	-
BraA03004520	AT2G14530	TBL13	TRICHOME BIREFRINGENCE-LIKE 13	-	-
BraA03004521	AT2G14580	PRB1	basic pathogenesis-related protein 1	-	-
BraA03004522	AT2G14580	PRB1	basic pathogenesis-related protein 1	-	-
BraA03004523	AT4G33770	AT4G33770	Inositol 1,3,4-trisphosphate 5/6-kinase family protein	-	-
BraA03004524	AT2G14740	VSR3	vaculolar sorting receptor 3	-	-
BraA03004525	AT2G14750	APK	APS kinase	-	-
BraA03004526	AT2G14835	AT2G14835	RING/U-box superfamily protein	-	-
BraA03004527	AT2G14850	AT2G14850	transcriptional regulator of RNA polII, SAGA, subunit	-	-
BraA05001690	AT1G04450	RIC3	ROP-interactive CRIB motif-containing protein 3	-	-
BraA03004528	AT1G06630	AT1G06630	F-box/RNI-like superfamily protein	-	-
BraA03004529	AT2G14900	AT2G14900	Gibberellin-regulated family protein	-	YES
BraA03004530	AT2G15000	AT2G15000	caspase-6 protein	-	-
BraA03004531	AT2G15020	AT2G15020	hypothetical protein	-	-
BraA03004532	AT2G15080	RLP19	receptor like protein 19	-	-
BraA03004533	AT2G15220	AT2G15220	Plant basic secretory protein (BSP) family protein	-	-
BraA03004534	AT2G47700	RFI2	RING/U-box superfamily protein	-	-
BraA03004535	AT2G15260	AT2G15260	RING/U-box superfamily protein	-	-
BraA03004536	AT4G23690	DIR6	Disease resistance-responsive (dirigent-like protein) family protein	-	-
BraA03004537	AT4G09320	NDPK1	nucleoside diphosphate kinase	-	-
BraA05001691	AT4G14570	AARE	acylaminoacyl-peptidase-like protein	-	-
BraA03004538	AT2G15440	AT2G15440	polysaccharide biosynthesis protein (DUF579)	-	-
BraA03004539	AT5G53840	AT5G53840	F-box/RNI-like/FBD-like domains-containing protein	-	-
BraA03004540	AT2G15480	UGT73B5	UDP-glucosyl transferase 73B5	-	-
BraA03004541	AT4G34110	PAB2	poly(A) binding protein 2	-	-
BraA03004542	AT2G15580	AT2G15580	RING/U-box superfamily protein	-	-
BraA03004543	AT2G15580	AT2G15580	RING/U-box superfamily protein	-	-
BraA03004544	AT2G15580	AT2G15580	RING/U-box superfamily protein	-	-
BraA03004545	AT4G30064	LCR61	low-molecular-weight cysteine-rich 61	-	-
BraA03004546	AT2G15690	AT2G15690	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA03004547	AT2G15695	AT2G15695	peptide methionine sulfoxide reductase (Protein of unknown function DUF829, transmembrane 53)	-	-
BraA05001692	AT1G14140	UCP3	Mitochondrial substrate carrier family protein	-	-
BraA03004548	AT2G15730	AT2G15730	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA03004549	AT2G15830	AT2G15830	hypothetical protein	-	-
BraA03004550	AT2G15860	AT2G15860	BAT2 domain protein	-	-
BraA03004551	AT1G65140	AT1G65140	Ubiquitin carboxyl-terminal hydrolase family protein	-	-
BraA03004552	AT4G33970	AT4G33970	Leucine-rich repeat (LRR) family protein	-	-
BraA03004553	AT2G15890	MEE14	maternal effect embryo arrest 14	-	-
BraA03004554	AT2G15890	MEE14	maternal effect embryo arrest 14	-	-
BraA03004555	AT2G15910	AT2G15910	CSL zinc finger domain-containing protein	-	-
BraA03004556	AT2G15910	AT2G15910	CSL zinc finger domain-containing protein	-	-
BraA03004557	AT2G15960	AT2G15960	stress-induced protein	-	-
BraA05001693	AT4G31880	AT4G31880	transcriptional regulator	-	-
BraA03004558	AT2G15970	COR413-PM1	cold regulated 413 plasma membrane 1	-	-
BraA03004559	AT2G15970	COR413-PM1	cold regulated 413 plasma membrane 1	-	-
BraA03004560	AT4G03400	DFL2	Auxin-responsive GH3 family protein	-	-
BraA03004561	AT2G16070	PDV2	plastid division2	-	YES
BraA03004562	AT5G56370	AT5G56370	F-box/RNI-like/FBD-like domains-containing protein	-	-
BraA03004563	AT2G16250	AT2G16250	Leucine-rich repeat protein kinase family protein	-	-
BraA03004564	AT2G16365	AT2G16365	F-box family protein	-	-
BraA03004565	AT2G16365	AT2G16365	F-box family protein	-	-
BraA03004566	AT2G16370	THY-1	thymidylate synthase 1	-	-
BraA03004567	AT4G28520	CRU3	cruciferin 3	-	YES
BraA05001694	AT4G31880	AT4G31880	transcriptional regulator	-	-
BraA03004568	AT2G16370	THY-1	thymidylate synthase 1	-	-
BraA03004569	AT4G15096	AT4G15096	hypothetical protein	-	-
BraA03004570	AT2G16390	DRD1	SNF2 domain-containing protein / helicase domain-containing protein	-	-
BraA03004571	AT2G16400	BLH7	BEL1-like homeodomain 7	YES	-
BraA03004572	AT3G25280	AT3G25280	Major facilitator superfamily protein	-	-
BraA03004573	AT2G16430	PAP10	purple acid phosphatase 10	-	-
BraA03004574	AT2G38360	PRA1.B4	prenylated RAB acceptor 1.B4	-	-
BraA03004575	AT2G16430	PAP10	purple acid phosphatase 10	-	-
BraA03004576	AT2G16430	PAP10	purple acid phosphatase 10	-	-
BraA03004577	AT2G16440	MCM4	Minichromosome maintenance (MCM2/3/5) family protein	-	YES
BraA05001570	AT2G33790	AGP30	arabinogalactan protein 30	-	-
BraA05001695	AT1G55030	AT1G55030	RNI-like superfamily protein	-	-
BraA03004578	AT2G16440	MCM4	Minichromosome maintenance (MCM2/3/5) family protein	-	YES
BraA03004579	AT4G34630	AT4G34630	prostatic spermine-binding-like protein	-	-
BraA03004580	AT4G38920	VHA-C3	vacuolar-type H[ ]-ATPase C3	-	-
BraA03004581	AT2G16530	AT2G16530	3-oxo-5-alpha-steroid 4-dehydrogenase family protein	-	-
BraA03004582	AT2G16530	AT2G16530	3-oxo-5-alpha-steroid 4-dehydrogenase family protein	-	-
BraA03004583	AT3G51330	AT3G51330	Eukaryotic aspartyl protease family protein	-	-
BraA03004584	AT4G02920	AT4G02920	hypothetical protein	-	-
BraA03004585	AT2G16580	AT2G16580	SAUR-like auxin-responsive protein family	-	-
BraA03004586	AT1G14800	AT1G14800	Nucleic acid-binding, OB-fold-like protein	-	-
BraA03004587	AT4G34950	AT4G34950	Major facilitator superfamily protein	-	-
BraA05001696	AT1G10450	SNL6	paired amphipathic helix Sin3-like protein	-	-
BraA03004588	AT2G16700	ADF5	actin depolymerizing factor 5	-	-
BraA03004589	AT2G16710	AT2G16710	Iron-sulfur cluster biosynthesis family protein	-	-
BraA03004590	AT2G16710	AT2G16710	Iron-sulfur cluster biosynthesis family protein	-	-
BraA03004591	AT1G49150	AT1G49150	transmembrane protein	-	-
BraA03004592	AT5G22950	VPS24.1	SNF7 family protein	-	-
BraA03004593	AT4G35000	APX3	ascorbate peroxidase 3	-	-
BraA03004594	AT2G16730	AT2G16730	glycosyl hydrolase family 35 protein	-	-
BraA03004595	AT4G35020	RAC3	RAC-like 3	-	-
BraA03004596	AT4G35020	RAC3	RAC-like 3	-	-
BraA03004597	AT2G16740	UBC29	ubiquitin-conjugating enzyme 29	-	-
BraA05001697	AT1G10450	SNL6	paired amphipathic helix Sin3-like protein	-	-
BraA03004598	AT2G16770	bZIP23	Basic-leucine zipper (bZIP) transcription factor family protein	YES	-
BraA03004599	AT5G02500	HSC70-1	heat shock cognate protein 70-1	-	YES
BraA03004600	AT3G09040	AT3G09040	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA03004601	AT5G02500	HSC70-1	heat shock cognate protein 70-1	-	YES
BraA03004602	AT5G02490	Hsp70-2	Heat shock protein 70 (Hsp 70) family protein	-	YES
BraA03004605	AT2G16890	AT2G16890	UDP-Glycosyltransferase superfamily protein	-	-
BraA03004606	AT2G16900	AT2G16900	phospholipase-like protein (PEARLI 4) family protein	-	-
BraA03004607	AT2G16910	AMS	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA05001698	AT5G47230	ERF5	ethylene responsive element binding factor 5	YES	-
BraA03004608	AT2G16920	UBC23	ubiquitin-conjugating enzyme 23	-	-
BraA03004609	AT2G16940	AT2G16940	Splicing factor, CC1-like protein	-	-
BraA03004610	AT2G16950	TRN1	transportin 1	-	-
BraA03004611	AT2G16990	AT2G16990	Major facilitator superfamily protein	-	-
BraA03004612	AT2G17000	AT2G17000	Mechanosensitive ion channel family protein	-	-
BraA03004613	AT2G17010	AT2G17010	Mechanosensitive ion channel family protein	-	-
BraA03004614	AT2G17033	AT2G17033	pentatricopeptide (PPR) repeat-containing protein	-	-
BraA03004615	AT2G17040	NAC036	NAC domain containing protein 36	YES	YES
BraA03004616	AT5G42030	ABIL4	ABL interactor-like protein 4	-	-
BraA03004617	AT1G43760	AT1G43760	DNAse I-like superfamily protein	-	-
BraA05001699	AT4G14780	AT4G14780	Protein kinase superfamily protein	-	-
BraA03004618	AT2G13450	AT2G13450	Ta11-like non-LTR retrotransposon	-	-
BraA03004619	AT2G17070	AT2G17070	hypothetical protein (DUF241)	-	-
BraA03004620	AT2G17070	AT2G17070	hypothetical protein (DUF241)	-	-
BraA03004621	AT4G15240	AT4G15240	glycosyltransferase (DUF604)	-	-
BraA03004622	AT2G17090	SSP	kinase with tetratricopeptide repeat domain-containing protein	-	-
BraA03004623	AT5G23270	STP11	sugar transporter 11	-	-
BraA03004624	AT5G23260	TT16	K-box region and MADS-box transcription factor family protein	YES	-
BraA03004625	AT5G23250	AT5G23250	Succinyl-CoA ligase, alpha subunit	-	-
BraA03004626	AT5G23240	AT5G23240	DNAJ heat shock N-terminal domain-containing protein	-	-
BraA03004627	AT5G23200	AT5G23200	C5orf35	-	-
BraA05001700	AT3G22630	PBD1	20S proteasome beta subunit D1	-	-
BraA03004628	AT5G23190	CYP86B1	cytochrome P450, family 86, subfamily B, polypeptide 1	-	-
BraA03004629	AT5G23170	AT5G23170	Protein kinase superfamily protein	-	-
BraA03004630	AT5G23170	AT5G23170	Protein kinase superfamily protein	-	-
BraA03004631	AT5G23150	HUA2	Tudor/PWWP/MBT domain-containing protein	-	-
BraA03004632	AT5G23140	NCLPP7	nuclear-encoded CLP protease P7	-	-
BraA03004633	AT5G23130	AT5G23130	Peptidoglycan-binding LysM domain-containing protein	-	-
BraA03004634	AT5G23130	AT5G23130	Peptidoglycan-binding LysM domain-containing protein	-	-
BraA03004635	AT5G23140	NCLPP7	nuclear-encoded CLP protease P7	-	-
BraA03004636	AT5G23120	HCF136	photosystem II stability/assembly factor, chloroplast (HCF136)	-	-
BraA03004637	AT5G23110	AT5G23110	Zinc finger, C3HC4 type (RING finger) family protein	-	-
BraA05001701	AT4G14805	AT4G14805	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	-	-
BraA03004638	AT5G23100	AT5G23100	MIZU-KUSSEI-like protein (Protein of unknown function, DUF617)	-	-
BraA03004639	AT5G23080	TGH	SWAP (Suppressor-of-White-APricot)/surp domain-containing protein	-	-
BraA03004640	AT5G23070	TK1b	Thymidine kinase	-	-
BraA03004641	AT5G23070	TK1b	Thymidine kinase	-	-
BraA03004642	AT5G23060	CaS	calcium sensing receptor	-	-
BraA03004643	AT5G23050	AAE17	acyl-activating enzyme 17	-	-
BraA03004644	AT5G23040	CDF1	cell growth defect factor-like protein (DUF3353)	-	-
BraA03004645	AT5G23010	MAM1	methylthioalkylmalate synthase 1	-	YES
BraA03004646	AT5G23010	MAM1	methylthioalkylmalate synthase 1	-	YES
BraA03004647	AT5G23010	MAM1	methylthioalkylmalate synthase 1	-	YES
BraA05001702	AT4G14840	AT4G14840	spindle assembly abnormal protein	-	-
BraA03004648	AT4G27820	BGLU9	beta glucosidase 9	-	-
BraA03004649	AT5G23010	MAM1	methylthioalkylmalate synthase 1	-	YES
BraA03004650	AT5G23010	MAM1	methylthioalkylmalate synthase 1	-	YES
BraA03004651	AT5G60830	bZIP70	basic leucine-zipper 70	YES	-
BraA03004652	AT5G60820	AT5G60820	RING/U-box superfamily protein	-	-
BraA03004653	AT5G60820	AT5G60820	RING/U-box superfamily protein	-	-
BraA03004654	AT5G60830	bZIP70	basic leucine-zipper 70	YES	-
BraA03004655	AT5G60840	AT5G60840	hypothetical protein	-	-
BraA03004656	AT5G60850	OBP4	OBF binding protein 4	YES	-
BraA03004657	AT5G60870	RUG3	Regulator of chromosome condensation (RCC1) family protein	-	-
BraA05001703	AT4G14850	LOI1	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA03004658	AT5G60880	BASL	breaking of asymmetry in the stomatal lineage	-	YES
BraA03004659	AT5G60890	MYB34	myb domain protein 34	YES	-
BraA03004660	AT5G60900	RLK1	receptor-like protein kinase 1	-	-
BraA03004661	AT5G60900	RLK1	receptor-like protein kinase 1	-	-
BraA03004662	AT2G19365	#N/A	#N/A	-	-
BraA03004663	AT4G12020	WRKY19	protein kinase family protein	YES	YES
BraA03004664	AT4G23160	CRK8	cysteine-rich RECEPTOR-like kinase	-	-
BraA03004665	AT5G60910	AGL8	AGAMOUS-like 8	YES	YES
BraA03004666	AT5G60920	COB	COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family	-	-
BraA03004667	AT5G60930	AT5G60930	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA05001704	AT1G41820	AT1G41820	hypothetical protein	-	-
BraA03004668	AT5G60940	AT5G60940	Transducin/WD40 repeat-like superfamily protein	-	-
BraA03004669	AT5G60950	COBL5	COBRA-like protein 5 precursor	-	-
BraA03004670	AT5G60960	PNM1	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA03004671	AT3G26850	AT3G26850	histone-lysine N-methyltransferase	-	-
BraA03004672	AT5G60970	TCP5	TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 5	YES	YES
BraA03004673	AT5G60980	AT5G60980	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein	-	-
BraA03004674	AT5G60990	AT5G60990	DEA(D/H)-box RNA helicase family protein	-	-
BraA03004675	AT5G61000	RPA70D	Replication factor-A protein 1-like protein	-	-
BraA03004676	AT5G61000	RPA70D	Replication factor-A protein 1-like protein	-	-
BraA03004677	AT5G61010	EXO70E2	exocyst subunit exo70 family protein E2	-	YES
BraA05001571	AT2G29890	VLN1	villin-like 1	-	YES
BraA05001705	AT1G03490	NAC006	NAC domain containing protein 6	YES	-
BraA03004678	AT5G61030	GR-RBP3	glycine-rich RNA-binding protein 3	-	-
BraA03004679	AT5G61040	AT5G61040	hypothetical protein	-	-
BraA03004680	AT5G61060	HDA05	histone deacetylase 5	-	-
BraA03004681	AT5G61090	AT5G61090	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
BraA03004682	AT5G61140	AT5G61140	U5 small nuclear ribonucleoprotein helicase	-	-
BraA03004683	AT3G45060	NRT2.6	high affinity nitrate transporter 2.6	-	-
BraA03004684	AT5G39090	AT5G39090	HXXXD-type acyl-transferase family protein	-	-
BraA03004685	AT1G52950	AT1G52950	Nucleic acid-binding, OB-fold-like protein	-	-
BraA03004686	AT5G08005	#N/A	#N/A	-	-
BraA03004687	AT5G61130	PDCB1	plasmodesmata callose-binding protein 1	-	-
BraA05001706	AT1G03490	NAC006	NAC domain containing protein 6	YES	-
BraA03004688	AT5G61130	PDCB1	plasmodesmata callose-binding protein 1	-	-
BraA03004689	AT5G61170	AT5G61170	Ribosomal protein S19e family protein	-	-
BraA03004690	AT5G61190	AT5G61190	putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein	-	-
BraA03004691	AT5G61130	PDCB1	plasmodesmata callose-binding protein 1	-	-
BraA03004692	AT5G61170	AT5G61170	Ribosomal protein S19e family protein	-	-
BraA03004693	AT5G61120	AT5G61120	zinc ion-binding protein	-	-
BraA03004694	AT5G61130	PDCB1	plasmodesmata callose-binding protein 1	-	-
BraA03004695	AT5G61170	AT5G61170	Ribosomal protein S19e family protein	-	-
BraA03004696	AT5G61190	AT5G61190	putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein	-	-
BraA03004697	AT5G61190	AT5G61190	putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein	-	-
BraA05001707	AT1G02540	AT1G02540	hypothetical protein	-	-
BraA03004698	AT4G27530	AT4G27530	hypothetical protein	-	-
BraA03004699	AT5G61190	AT5G61190	putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein	-	-
BraA03004700	AT5G61190	AT5G61190	putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein	-	-
BraA03004701	AT5G61210	SNAP33	soluble N-ethylmaleimide-sensitive factor adaptor protein 33	-	-
BraA03004702	AT5G61220	AT5G61220	LYR family of Fe/S cluster biogenesis protein	-	-
BraA03004703	AT5G61230	ANK6	Ankyrin repeat family protein	-	-
BraA03004704	AT5G61240	AT5G61240	Leucine-rich repeat (LRR) family protein	-	-
BraA03004705	AT5G61250	GUS1	glucuronidase 1	-	-
BraA03004706	AT5G61260	AT5G61260	Plant calmodulin-binding protein-like protein	-	-
BraA03004707	AT5G61270	PIF7	phytochrome-interacting factor7	YES	-
BraA03004708	AT5G61280	AT5G61280	Remorin family protein	-	-
BraA03004709	AT5G61280	AT5G61280	Remorin family protein	-	-
BraA03004710	AT5G61270	PIF7	phytochrome-interacting factor7	YES	-
BraA03004711	AT5G61290	AT5G61290	Flavin-binding monooxygenase family protein	-	-
BraA03004712	AT5G61290	AT5G61290	Flavin-binding monooxygenase family protein	-	-
BraA03004713	AT5G61310	AT5G61310	Cytochrome c oxidase subunit Vc family protein	-	-
BraA03004714	AT5G61330	AT5G61330	rRNA processing protein-like protein	-	-
BraA03004715	AT5G61340	AT5G61340	transmembrane protein	-	-
BraA03004716	AT5G61360	AT5G61360	hypothetical protein	-	-
BraA03004717	AT5G61360	AT5G61360	hypothetical protein	-	-
BraA05001709	AT2G02080	IDD4	indeterminate(ID)-domain 4	YES	-
BraA03004718	AT5G61370	AT5G61370	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA03004719	AT5G61380	TOC1	CCT motif -containing response regulator protein	-	-
BraA03004720	AT5G61410	RPE	D-ribulose-5-phosphate-3-epimerase	-	YES
BraA03004721	AT5G61420	MYB28	myb domain protein 28	YES	-
BraA03004722	AT5G61430	NAC100	NAC domain containing protein 100	YES	YES
BraA03004723	AT5G61430	NAC100	NAC domain containing protein 100	YES	YES
BraA03004724	AT5G61440	ACHT5	atypical CYS HIS rich thioredoxin 5	-	-
BraA03004725	AT5G61450	AT5G61450	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA03004726	AT5G51860	AGL72	K-box region and MADS-box transcription factor family protein	YES	-
BraA03004727	AT5G61460	MIM	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	YES
BraA05001710	AT5G25790	AT5G25790	Tesmin/TSO1-like CXC domain-containing protein	YES	-
BraA03004728	AT3G29410	AT3G29410	Terpenoid cyclases/Protein prenyltransferases superfamily protein	-	-
BraA03004729	AT1G47470	AT1G47470	ECA1 gametogenesis family protein (DUF784)	-	-
BraA03004730	AT3G09740	SYP71	syntaxin of plants 71	-	-
BraA03004731	AT5G61470	AT5G61470	C2H2-like zinc finger protein	YES	-
BraA03004732	AT5G61470	AT5G61470	C2H2-like zinc finger protein	YES	-
BraA03004734	AT5G63870	PP7	serine/threonine phosphatase 7	-	-
BraA03004735	AT5G61480	PXY	Leucine-rich repeat protein kinase family protein	-	-
BraA03004736	AT5G61490	AT5G61490	transmembrane protein	-	-
BraA03004737	AT5G61500	ATG3	autophagy 3 (APG3)	-	-
BraA05001711	AT3G12340	AT3G12340	FKBP-like peptidyl-prolyl cis-trans isomerase family protein	-	-
BraA03004738	AT1G54050	AT1G54050	HSP20-like chaperones superfamily protein	-	-
BraA03004739	AT5G61520	AT5G61520	Major facilitator superfamily protein	-	-
