"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA04003312",-5.46576170223011,9.99995374768337,194.12816162149,9.06768378191484e-13,1.10639800563829e-10,FALSE,"1916.53509","  43.48459","BraA04003312","AT2G46810","AT2G46810","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA01001284",-3.82679480228923,7.32965484396594,192.700508513305,9.79248998360831e-13,1.18564455647688e-10,FALSE,"249.46847"," 17.60065","BraA01001284","AT4G21280","PSBQA","photosystem II subunit QA","-","-"
"BraA05003559",-3.42214857647464,5.59803143111614,192.128370330031,1.01004187477261e-12,1.21359229839091e-10,FALSE,"75.572673"," 7.176770","BraA05003559","AT3G15520","AT3G15520","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA03003168",-3.58825889846132,7.32720860078294,191.821915398872,1.02696674346449e-12,1.22458004107054e-10,FALSE,"235.22456"," 19.57244","BraA03003168","AT4G01040","AT4G01040","Glycosyl hydrolase superfamily protein","-","-"
"BraA04000488",-3.61686475493648,8.04594926699116,191.511329309039,1.04443453950852e-12,1.23604508660633e-10,FALSE,"355.36875"," 29.07171","BraA04000488","AT3G55330","PPL1","PsbP-like protein 1","-","-"
"BraA02001698",-4.11648623545502,6.13907797634585,190.257814491835,1.11828546912978e-12,1.31356815553005e-10,FALSE," 68.567645","  3.974888","BraA02001698","AT5G52030","AT5G52030","TraB family protein","-","-"
"BraA06000196",-2.93410214567219,8.85808195477422,189.925246714144,1.13881757944739e-12,1.31644755839378e-10,FALSE,"560.29221"," 73.34785","BraA06000196","AT5G45930","CHLI2","magnesium chelatase i2","-","-"
"BraA08000983",-3.14120529091976,8.07870582411689,189.88804805974,1.14113949405005e-12,1.31644755839378e-10,FALSE,"343.53545"," 39.01772","BraA08000983","AT5G40950","RPL27","ribosomal protein large subunit 27","-","-"
"BraA10000194",-3.34111595704904,4.9464396635821,189.8131861455,1.14582792566676e-12,1.31644755839378e-10,FALSE,"42.846361"," 4.271669","BraA10000194","AT1G03310","DBE1","debranching enzyme 1","-","-"
"BraA02001332",-2.96455796853604,8.19258992574236,189.370556966743,1.17397988796556e-12,1.33901764033173e-10,FALSE,"373.72829"," 47.92917","BraA02001332","AT5G57345","AT5G57345","transmembrane protein","-","-"
"BraA03004720",-2.32406799737855,9.27215742446063,188.902872842696,1.20454380060829e-12,1.36399420299097e-10,FALSE,"809.0246","161.5941","BraA03004720","AT5G61410","RPE","D-ribulose-5-phosphate-3-epimerase","-","YES"
"BraA08003681",-3.82537776882714,7.14647744718975,188.719155054496,1.21678556799755e-12,1.36801463144867e-10,FALSE,"175.76263"," 12.46134","BraA08003681","AT1G09780","iPGAM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-"
"BraA06001326",-3.0140283414748,6.41882735770244,187.578418710512,1.29588753677835e-12,1.44661488148165e-10,FALSE,"150.89436"," 18.68524","BraA06001326","AT1G09800","AT1G09800","Pseudouridine synthase family protein","-","-"
"BraA09006307",-5.81949714989812,4.31637111105258,187.392008229628,1.30933662869148e-12,1.45133510814112e-10,FALSE,"28.9587720"," 0.5799606","BraA09006307","AT1G14150","PnsL2","PsbQ-like 2","-","-"
"BraA07003413",-9.00800724626376,8.79888804057006,186.552313676424,1.37182689541521e-12,1.49343521099556e-10,FALSE,"795.843949","  1.674057","BraA07003413","AT1G70820","AT1G70820","phosphoglucomutase, putative / glucose phosphomutase","-","-"
"BraA02002440",-4.03041520181334,5.66188639941414,186.448377413744,1.37978445691103e-12,1.49343521099556e-10,FALSE,"62.282569"," 3.919139","BraA02002440","AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA07004191",-2.78767332088575,6.38430580967508,186.377103837928,1.38527027195268e-12,1.49343521099556e-10,FALSE,"102.26614"," 14.87391","BraA07004191","AT1G80030","AT1G80030","Molecular chaperone Hsp40/DnaJ family protein","-","-"
"BraA03002964",-4.41274079837915,6.03422858332368,186.023402549941,1.41284687910455e-12,1.51280339300039e-10,FALSE,"84.852866"," 4.024140","BraA03002964","AT4G04020","FIB","fibrillin","-","YES"
"BraA09003521",-3.28397926431726,6.27180739287276,185.528823273121,1.45241175704252e-12,1.53429268831203e-10,FALSE,"108.57102"," 11.16776","BraA09003521","AT1G32080","LrgB","membrane protein","-","-"
"BraA09000732",-2.66783589999823,7.12925115719179,185.235921819615,1.47640923469781e-12,1.54924542360957e-10,FALSE,"198.80190"," 31.22469","BraA09000732","AT5G61060","HDA05","histone deacetylase 5","-","-"
"BraA03005538",-3.07945051462571,7.53270843787732,184.97905990996,1.49780863999561e-12,1.56129192010138e-10,FALSE,"281.76986"," 33.39171","BraA03005538","AT4G24620","PGI1","phosphoglucose isomerase 1","-","-"
"BraA03003892",-7.65302473726738,5.0867797432748,184.673489857966,1.52370575499385e-12,1.57385956820521e-10,FALSE,"54.6129015"," 0.3242520","BraA03003892","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA01000743",-2.26320355010734,6.66362190606832,184.601662256793,1.52986349387164e-12,1.57385956820521e-10,FALSE,"128.91602"," 26.83665","BraA01000743","AT4G30920","LAP2","Cytosol aminopeptidase family protein","-","YES"
"BraA09000210",-4.0669553344617,6.60129127303639,184.140212414588,1.57007371351057e-12,1.60473767861405e-10,FALSE,"117.560469","  7.143413","BraA09000210","AT4G02530","AT4G02530","chloroplast thylakoid lumen protein","-","-"
"BraA05004075",-6.73520953459677,7.02398655053399,183.624065067411,1.61641502493824e-12,1.63092131362358e-10,FALSE,"182.166970","  1.870620","BraA05004075","AT3G10060","AT3G10060","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA01002648",-3.95803810188425,7.36783175103162,183.50182946963,1.627605945205e-12,1.63175271194438e-10,FALSE,"276.89551"," 17.82650","BraA01002648","AT3G46780","PTAC16","plastid transcriptionally active 16","-","YES"
"BraA08002764",-3.5522680241842,6.04380452365064,182.91300468715,1.68270609781174e-12,1.67631607465549e-10,FALSE," 76.865857","  6.600248","BraA08002764","AT1G29700","AT1G29700","Metallo-hydrolase/oxidoreductase superfamily protein","-","-"
"BraA07002287",-3.82327646958795,5.85681935759297,182.680330256533,1.70503461912689e-12,1.68787703805391e-10,FALSE," 90.748605","  6.480374","BraA07002287","AT3G61580","SLD1","Fatty acid/sphingolipid desaturase","-","-"
"BraA07003147",-2.30311697685654,10.6037821641844,182.421544228558,1.7302475925363e-12,1.70213106915758e-10,FALSE,"1988.3390"," 402.9606","BraA07003147","AT5G42270","VAR1","FtsH extracellular protease family","-","YES"
"BraA04001564",-4.38827799097331,5.14400464141162,180.05373327246,1.98068489804361e-12,1.90759740484655e-10,FALSE,"41.014945"," 1.986126","BraA04001564","AT2G21860","AT2G21860","violaxanthin de-epoxidase-like protein","-","-"
"BraA01000237",-5.46275849610701,6.83065209360921,179.853913106648,2.00355433644483e-12,1.91126940943283e-10,FALSE,"128.594821","  3.110962","BraA01000237","AT4G36530","AT4G36530","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09005565",-2.56454589673173,9.36331371856095,179.439366715746,2.05191926980368e-12,1.9456150184765e-10,FALSE,"815.6229","137.9059","BraA09005565","AT2G30390","FC2","ferrochelatase 2","-","-"
"BraA06001223",-3.06574105205586,8.03044771799286,179.010009069381,2.10335231597205e-12,1.98244104511377e-10,FALSE,"374.05943"," 44.72688","BraA06001223","AT1G08550","NPQ1","non-photochemical quenching 1","-","YES"
"BraA03002946",-5.30913448330824,5.68996930187287,178.736317279683,2.13686782811461e-12,2.00204164372166e-10,FALSE," 51.872077","  1.437081","BraA03002946","AT4G12320","CYP706A6","cytochrome P450, family 706, subfamily A, polypeptide 6","-","-"
"BraA03003122",-3.90292227623674,5.34883182990523,178.184509638483,2.20621792128903e-12,2.03927212054293e-10,FALSE,"59.904183"," 4.135011","BraA03003122","AT4G01900","GLB1","nitrogen regulatory P-II-like protein","-","-"
"BraA08000832",-3.3703196878536,5.63322585529072,178.112292030737,2.21547352358857e-12,2.03927212054293e-10,FALSE,"57.318042"," 5.641118","BraA08000832","AT1G32550","FdC2","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA01002293",-1.89232698860792,7.05576765578094,177.942446927075,2.23740798909245e-12,2.04748847373925e-10,FALSE,"147.75423"," 39.80261","BraA01002293","AT4G15545","AT4G15545","PH-response transcription factor","-","-"
"BraA06003357",-8.45690806199608,6.98764343566879,177.348377334308,2.31600345822701e-12,2.10152885461785e-10,FALSE,"229.0690147","  0.6391090","BraA06003357","AT5G65730","XTH6","xyloglucan endotransglucosylase/hydrolase 6","-","-"
"BraA05004508",-2.90685839339096,5.86306620350659,177.295345249596,2.32316404513028e-12,2.10152885461785e-10,FALSE,"66.433648"," 8.889076","BraA05004508","AT3G04520","THA2","threonine aldolase 2","-","-"
"BraA10000931",-2.25884514334792,5.70361464194866,177.015158379294,2.3613972194788e-12,2.12390812769122e-10,FALSE,"61.34743","12.81933","BraA10000931","AT5G53580","PLR1","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA02001673",-2.69773935640343,6.38286533244219,176.722299794425,2.40209126047521e-12,2.14193774148129e-10,FALSE,"112.30773"," 17.33057","BraA02001673","AT5G52440","HCF106","Bacterial sec-independent translocation protein mttA/Hcf106","-","-"
"BraA06000173",-2.59014259815742,11.4711309211672,176.675537391936,2.4086593408017e-12,2.14193774148129e-10,FALSE,"4072.5767"," 676.4182","BraA06000173","AT5G46110","APE2","Glucose-6-phosphate/phosphate translocator-like protein","-","YES"
"BraA07002964",-2.62846882122744,7.14739451493874,176.539998842099,2.42780705828192e-12,2.14683612906502e-10,FALSE,"177.09520"," 28.70769","BraA07002964","AT1G67700","AT1G67700","multidrug resistance protein","-","-"
"BraA03006312",-1.90640280406477,6.77797706238245,176.391205486767,2.44901786034656e-12,2.15349391742206e-10,FALSE,"148.77282"," 39.69366","BraA03006312","AT4G38920","VHA-C3","vacuolar-type H[ ]-ATPase C3","-","-"
"BraA04003130",-2.49875028894269,6.79104507955933,176.252190128781,2.46901675429078e-12,2.15901798402983e-10,FALSE,"171.79814"," 30.37015","BraA04003130","AT2G43560","AT2G43560","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA01004053",-8.44726447091339,7.11787710275773,176.094809304409,2.49187204579019e-12,2.16696497241644e-10,FALSE,"254.2288378","  0.8203564","BraA01004053","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA02004452",-3.30133548230019,7.18574961811384,175.928422451417,2.51628536518642e-12,2.17617206857331e-10,FALSE,"173.70794"," 17.75152","BraA02004452","AT2G29180","AT2G29180","transmembrane protein","-","YES"
"BraA07003560",-4.31162723665445,6.09587124499626,175.598909678586,2.56540375565508e-12,2.20652760185853e-10,FALSE,"105.703122","  5.460598","BraA07003560","AT1G72640","AT1G72640","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA05004474",-3.06417618400903,6.4222468405917,175.288380451114,2.61264671097085e-12,2.21722349883423e-10,FALSE,"153.89165"," 18.44618","BraA05004474","AT3G05030","NHX2","sodium hydrogen exchanger 2","-","YES"
"BraA09006514",-6.72714087787032,7.5872832614345,175.239954190748,2.62009892492481e-12,2.21722349883423e-10,FALSE,"333.865641","  3.239603","BraA09006514","AT1G10760","SEX1","Pyruvate phosphate dikinase, PEP/pyruvate binding domain-containing protein","-","YES"
"BraA05004714",-4.29002468356726,8.00075392468836,175.114819855571,2.63946270575316e-12,2.22166540045748e-10,FALSE,"403.22991"," 20.60908","BraA05004714","AT3G01480","CYP38","cyclophilin 38","-","-"
"BraA03006061",-2.50870367692969,5.89376566893491,174.895102523431,2.67383976282906e-12,2.23862967377284e-10,FALSE,"82.90047","14.60106","BraA03006061","AT4G31530","AT4G31530","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA08002004",-4.00878048573596,4.67404742340337,174.269051885599,2.77448709948764e-12,2.31060460031405e-10,FALSE,"25.680921"," 1.677304","BraA08002004","AT4G29070","AT4G29070","Phospholipase A2 family protein","-","-"
"BraA01004807",-9.35611254669967,7.94126191607919,173.660133795687,2.87633887024972e-12,2.3828196746174e-10,FALSE,"266.9775390","  0.3860996","BraA01004807","AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA06002931",-2.19584080530757,5.46015862471024,173.224664371956,2.95166687189609e-12,2.42616025468586e-10,FALSE,"55.09729","12.06603","BraA06002931","AT5G61810","APC1","Mitochondrial substrate carrier family protein","-","-"
"BraA01000384",-1.99588555620128,6.73067441685112,172.895821788459,3.00997006317373e-12,2.45476314996656e-10,FALSE,"126.41024"," 31.78631","BraA01000384","AT4G34730","AT4G34730","ribosome-binding factor A family protein","-","-"
"BraA05001589",-4.77896385755082,5.26186095665051,172.712214236393,3.04306660860794e-12,2.46896228966438e-10,FALSE,"60.632524"," 2.239486","BraA05001589","AT2G29670","AT2G29670","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA07000900",-4.66865115080801,5.63748572707354,172.463950474703,3.08844800149585e-12,2.49293187402793e-10,FALSE,"70.318564"," 2.667657","BraA07000900","AT3G23530","AT3G23530","Cyclopropane-fatty-acyl-phospholipid synthase","-","-"
"BraA03002853",-4.44628010670846,9.18555892915446,172.364796088353,3.10677790283618e-12,2.49493286686946e-10,FALSE,"867.48769"," 39.93290","BraA03002853","AT4G09650","ATPD","F-type H -transporting ATPase subunit delta","-","-"
"BraA05002362",-4.27425881369504,4.22216361575118,171.980564098671,3.17893204318566e-12,2.52709042220921e-10,FALSE,"19.054274"," 1.005665","BraA05002362","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA09004880",-2.1700178016248,6.08791784612232,171.809803317423,3.21158130149132e-12,2.53421119464927e-10,FALSE,"77.88466","17.28203","BraA09004880","AT3G55040","GSTL2","glutathione transferase lambda 2","-","-"
"BraA02002431",-3.12040565885251,10.1879355056962,171.311790101254,3.30889880197603e-12,2.59114761905984e-10,FALSE,"1812.6279"," 208.5633","BraA02002431","AT1G74470","AT1G74470","Pyridine nucleotide-disulfide oxidoreductase family protein","-","-"
"BraA09007016",-2.53336206755069,5.00056557443533,170.947949397201,3.38202113495859e-12,2.63529765664595e-10,FALSE,"39.969260"," 6.883028","BraA09007016","AT1G01790","KEA1","K  efflux antiporter 1","-","-"
"BraA01001958",-3.674173124396,7.2414128966569,170.795203710877,3.41324043584883e-12,2.64652238720496e-10,FALSE,"240.81830"," 18.98985","BraA01001958","AT4G27700","AT4G27700","Rhodanese/Cell cycle control phosphatase superfamily protein","-","-"
"BraA03003008",-3.60737554790557,8.77319409632875,170.328910668376,3.51049712761358e-12,2.70858945042342e-10,FALSE,"635.68366"," 52.31795","BraA03003008","AT4G03520","ATHM2","Thioredoxin superfamily protein","-","-"
"BraA10002346",-5.56780309267027,7.8181172605774,169.96050405774,3.58946600576793e-12,2.74263082188288e-10,FALSE,"368.039951","  7.878260","BraA10002346","AT5G12860","DiT1","dicarboxylate transporter 1","-","-"
"BraA04002652",-2.34167658967149,6.48401215023619,169.594028357456,3.66993892659295e-12,2.77715570695062e-10,FALSE,"102.53588"," 20.25667","BraA04002652","AT2G36530","LOS2","Enolase","-","YES"
"BraA07003365",-4.31180760299476,4.78526576489209,169.064673164355,3.78965758808262e-12,2.84620236290267e-10,FALSE,"38.648912"," 2.036076","BraA07003365","AT1G56130","AT1G56130","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA03006305",-5.13837793215739,3.71985036010633,168.794616843208,3.85236184806058e-12,2.87375239281865e-10,FALSE,"15.6587451"," 0.4619911","BraA03006305","AT4G34610","BLH6","BEL1-like homeodomain 6","YES","-"
"BraA02000750",-4.46172112656947,7.24747105407576,168.688273801377,3.87736207360193e-12,2.87514572367114e-10,FALSE,"161.963019","  7.536379","BraA02000750","AT5G17170","ENH1","rubredoxin family protein","-","YES"
"BraA03004059",-7.59171153074346,3.85654869203993,168.631578200094,3.89076263749652e-12,2.87514572367114e-10,FALSE,"17.1806557"," 0.1092353","BraA03004059","AT3G17609","HYH","HY5-homolog","YES","-"
"BraA03003893",-7.64822812937674,4.94003991212204,168.065691091531,4.02730698045207e-12,2.9483633428984e-10,FALSE,"52.45424907"," 0.24616798","BraA03003893","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA04002099",-2.96474725173821,4.8990726275179,167.472183849207,4.1761285803634e-12,3.0431603636537e-10,FALSE,"44.000102"," 5.615616","BraA04002099","AT2G28840","XBAT31","hypothetical protein","-","-"
"BraA04001213",-2.01905356210304,5.83868250268996,166.634919731584,4.39632171216939e-12,3.18885270735236e-10,FALSE,"60.01175","14.80845","BraA04001213","AT5G39040","ABCB27","transporter associated with antigen processing protein 2","-","-"
"BraA04002441",-2.59889030694362,6.83112706335584,166.453622767456,4.44564330152148e-12,3.20983603513524e-10,FALSE,"156.03532"," 25.75835","BraA04002441","AT2G33450","PRPL28","Ribosomal L28 family","-","-"
"BraA02002405",-5.38007303106949,7.34238857174497,165.666932986733,4.66673305624941e-12,3.35408120115825e-10,FALSE,"235.049333","  5.874675","BraA02002405","AT1G74070","AT1G74070","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA08000895",-5.49404378401437,3.02566886777282,165.20665935967,4.80160463366957e-12,3.4197853816271e-10,FALSE,"11.9804560"," 0.2771598","BraA08000895","AT2G06520","PSBX","photosystem II subunit X","-","-"
"BraA09006744",-2.4434172541369,6.35765407753366,165.01716663989,4.85835593570336e-12,3.43213928217223e-10,FALSE,"104.49017"," 19.32365","BraA09006744","AT1G06820","CRTISO","carotenoid isomerase","-","-"
"BraA10001878",-3.93936740059046,4.71197765930545,165.003222579545,4.86256073649561e-12,3.43213928217223e-10,FALSE,"23.812559"," 1.553199","BraA10001878","AT5G18860","NSH3","inosine-uridine preferring nucleoside hydrolase family protein","-","-"
"BraA05001097",-7.91898601026849,5.27783087595658,164.707273371259,4.95274226557888e-12,3.46471836712051e-10,FALSE,"62.1376196"," 0.2239293","BraA05001097","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA09000082",-3.22286050048216,10.0375512833273,163.468290106058,5.35050196959693e-12,3.71089368973574e-10,FALSE,"1581.7601"," 169.5613","BraA09000082","AT4G01150","AT4G01150","CURVATURE THYLAKOID 1A-like protein","-","-"
