"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.D_Avg_CPM","phyB.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA03004964",-1.51389431194061,6.01551427823431,97.9895914664214,8.36856146692404e-10,2.82663428088808e-08,FALSE,"133.63544"," 46.79419","BraA03004964","AT4G15900","PRL1","pleiotropic regulatory locus 1","-","YES"
"BraA09006863",-1.59000475121747,6.46236676471183,97.9148677574979,8.42926845134612e-10,2.84104251443657e-08,FALSE,"189.89496"," 63.08994","BraA09006863","AT1G04300","AT1G04300","TRAF-like superfamily protein","-","YES"
"BraA01001245",-1.52405069556918,6.8814307565248,97.7782686327502,8.54148444279999e-10,2.87271293012119e-08,FALSE,"243.75087"," 84.75035","BraA01001245","AT4G20850","TPP2","tripeptidyl peptidase ii","-","-"
"BraA09005198",-2.95439192039902,6.69361013651676,97.7152778141413,8.59377710738339e-10,2.8841375622647e-08,FALSE,"250.65542"," 32.31559","BraA09005198","AT3G58750","CSY2","citrate synthase 2","-","-"
"BraA10002575",-2.33604241308376,3.78190044627851,97.4925348148645,8.78149774701022e-10,2.94086754336044e-08,FALSE,"30.835493"," 6.112279","BraA10002575","AT5G05080","UBC22","ubiquitin-conjugating enzyme 22","-","-"
"BraA09001152",-2.06065523985893,3.32790362319869,97.3497602894091,8.90416337937157e-10,2.97561638198107e-08,FALSE,"26.212995"," 6.281043","BraA09001152","AT2G17420","NTRA","NADPH-dependent thioredoxin reductase A","-","-"
"BraA03001744",-1.90287745678123,4.59434286790376,97.2307648199574,9.00782161461734e-10,2.99752879945194e-08,FALSE,"47.77902","12.77352","BraA03001744","AT2G31130","AT2G31130","hypothetical protein","-","-"
"BraA03005093",-3.5438188850483,5.04706308564907,97.0341712265513,9.18195961064301e-10,3.03611717036069e-08,FALSE,"104.257983","  8.946654","BraA03005093","AT4G17730","SYP23","syntaxin of plants 23","-","YES"
"BraA07000528",-2.00798851788818,3.81539375547832,96.9130461356281,9.29106773864973e-10,3.05305649700098e-08,FALSE,"30.306371"," 7.518732","BraA07000528","AT4G34110","PAB2","poly(A) binding protein 2","-","-"
"BraA10000416",-1.55733614631845,5.82032598855546,96.8698995799201,9.33027320176909e-10,3.05955208741345e-08,FALSE,"119.58436"," 40.63383","BraA10000416","AT1G05380","AT1G05380","Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein","-","-"
"BraA09004178",-2.01789464926194,6.01195606880727,96.8044280161714,9.39010811922411e-10,3.0727713471224e-08,FALSE,"157.70953"," 38.92537","BraA09004178","AT1G24120","ARL1","ARG1-like 1","-","-"
"BraA08001524",-1.4594063601935,5.59594429028048,96.7373996083901,9.45179792011003e-10,3.08015112344786e-08,FALSE," 89.46519"," 32.53486","BraA08001524","AT5G53400","BOB1","HSP20-like chaperones superfamily protein","-","YES"
"BraA05000394",-2.11056428162485,4.84251574341857,96.6990366123965,9.48730340634968e-10,3.08533379371785e-08,FALSE,"69.89613","16.16917","BraA05000394","AT1G54380","AT1G54380","spliceosome protein-like protein","-","-"
"BraA03001865",-1.47039147897456,5.70189336384168,96.3618493419413,9.80568186954588e-10,3.18229757993097e-08,FALSE,"98.98965","35.72533","BraA03001865","AT2G33410","AT2G33410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA07003137",-2.20619474152873,5.62977185999954,96.2432779817509,9.92038206557111e-10,3.20755446382067e-08,FALSE,"137.08796"," 29.70511","BraA07003137","AT1G67580","AT1G67580","Protein kinase superfamily protein","-","-"
"BraA01002210",-2.30052395899885,5.95777148245235,96.2392919694572,9.92426317586191e-10,3.20755446382067e-08,FALSE,"154.55028"," 31.34273","BraA01002210","AT4G16430","AT4G16430","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA10003020",-2.18522348618659,5.15221800679782,95.4662370354461,1.07090958587294e-09,3.39841066162098e-08,FALSE,"81.56685","17.91424","BraA10003020","AT5G03970","AT5G03970","F-box associated ubiquitination effector family protein","-","-"
"BraA06003262",-2.09731175679854,4.6300913282231,95.1366896316637,1.10639435676302e-09,3.48292943508999e-08,FALSE,"58.56483","13.67149","BraA06003262","AT5G64930","CPR5","CPR5 protein","-","YES"
"BraA08003565",-2.53572522763583,5.34209285737446,94.9688048972624,1.12496111218632e-09,3.49474205033763e-08,FALSE,"124.52015"," 21.43997","BraA08003565","AT4G26910","AT4G26910","Dihydrolipoamide succinyltransferase","-","-"
"BraA05001384",-2.51835634120611,6.17573371359442,94.9622861297519,1.1256888306996e-09,3.49474205033763e-08,FALSE,"189.40348"," 33.08817","BraA05001384","AT2G32080","PUR ALPHA-1","purin-rich alpha 1","-","-"
"BraA03006583",-1.38377537023774,5.04461600698368,94.9014007867945,1.13251047381123e-09,3.50899898775368e-08,FALSE,"59.66134","22.86530","BraA03006583","AT1G59890","SNL5","SIN3-like 5","-","-"
"BraA05001849",-1.83856782368184,3.69800317848368,94.6384321257137,1.16249386286133e-09,3.5667940353679e-08,FALSE,"26.137537"," 7.294361","BraA05001849","AT1G52280","RABG3d","RAB GTPase homolog G3D","-","-"
"BraA07000928",-2.51532824779935,6.63610292893446,94.364284778484,1.19467239803059e-09,3.65824611392228e-08,FALSE,"296.14710"," 51.78443","BraA07000928","AT3G23280","XBAT35","hypothetical protein","-","-"
"BraA07001630",-2.32968153673525,4.6698964572499,94.2025183809874,1.21411301259378e-09,3.69635180236482e-08,FALSE,"69.758208","13.859594","BraA07001630","AT5G67440","NPY3","Phototropic-responsive NPH3 family protein","-","YES"
"BraA05004019",-1.82858849173919,5.82118191774571,94.1547448863169,1.21991982029749e-09,3.70686061225531e-08,FALSE,"126.43477"," 35.58409","BraA05004019","AT3G10730","SUN2","SAD1/UNC-84 domain protein 2","-","-"
"BraA03000503",-4.01573903591098,7.61820441753417,94.0388374696375,1.23413399605199e-09,3.72845856004957e-08,FALSE,"617.50469"," 38.15607","BraA03000503","AT5G11520","ASP3","aspartate aminotransferase 3","-","YES"
"BraA09000095",-1.94961874187765,8.94032964599429,93.8365590261611,1.25937303810502e-09,3.79015900951683e-08,FALSE,"1042.9079"," 269.9919","BraA09000095","AT4G01000","AT4G01000","Ubiquitin-like superfamily protein","-","-"
"BraA09005315",-1.47857781849879,4.43366166899286,93.2715707109258,1.33288718091531e-09,3.93614338229024e-08,FALSE,"40.20003","14.41766","BraA09005315","AT3G60250","CKB3","casein kinase II beta chain 3","-","-"
"BraA02004428",-2.16220085719855,4.94045283827423,93.1251884040566,1.35268541605315e-09,3.98712892297313e-08,FALSE,"74.04095","16.55666","BraA02004428","AT5G64360","EIP9","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA06005017",-1.71726979355245,5.81964724173255,93.007919989216,1.3687764860588e-09,4.01339216714585e-08,FALSE,"113.30137"," 34.45032","BraA06005017","AT4G38230","CPK26","calcium-dependent protein kinase 26","-","-"
"BraA03004556",-2.50613332308162,5.64528341709063,92.8686610244455,1.38815559009629e-09,4.04621647928067e-08,FALSE,"120.42352"," 21.19640","BraA03004556","AT2G15910","AT2G15910","CSL zinc finger domain-containing protein","-","-"
"BraA03003581",-2.93509753801701,4.72548741503224,92.6082246792921,1.42520232042304e-09,4.1366886564164e-08,FALSE,"69.194532"," 9.043241","BraA03003581","AT3G07880","SCN1","Immunoglobulin E-set superfamily protein","-","-"
"BraA07003806",-1.80095060031779,5.49991672093301,92.5876623483214,1.42817270045346e-09,4.1366886564164e-08,FALSE,"95.31184","27.37101","BraA07003806","AT1G75850","VPS35B","VPS35 homolog B","-","-"
"BraA10000205",-1.86160099550029,3.60108173244796,92.5770602408641,1.42970687998127e-09,4.1366886564164e-08,FALSE,"18.700809"," 5.143414","BraA10000205","AT1G03430","AHP5","histidine-containing phosphotransfer factor 5","-","-"
"BraA05004510",-1.98124743312036,5.67412861863659,92.0986167992786,1.50083861157312e-09,4.3029507734355e-08,FALSE,"121.26020"," 30.69797","BraA05004510","AT3G04560","AT3G04560","nucleolar/coiled-body phosphoprotein","-","-"
"BraA04002438",-2.71371424657187,2.86876213549833,91.8124035799983,1.54522227346308e-09,4.38141622372928e-08,FALSE,"19.140447"," 2.934903","BraA04002438","AT2G33410","AT2G33410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA01003932",-1.87847970912346,4.80448071988553,91.7439783242157,1.55604299178187e-09,4.38141622372928e-08,FALSE,"61.22486","16.66062","BraA01003932","AT3G15920","AT3G15920","Phox (PX) domain-containing protein","-","-"
"BraA09000394",-2.95770604424293,4.12027484099641,91.7036121479116,1.56246505092807e-09,4.39164283957282e-08,FALSE,"53.124957"," 6.859806","BraA09000394","AT3G29100","VTI13","vesicle transport V-snare 13","-","-"
"BraA09005308",-2.70099420281118,6.78469552957665,91.5471474285855,1.58763127007467e-09,4.44649754287816e-08,FALSE,"345.19505"," 53.07548","BraA09005308","AT3G60190","DL1E","DYNAMIN-like 1E","-","-"
"BraA07003510",-1.4993451577724,4.9920791623268,91.3958357730639,1.61238795932608e-09,4.50136759328771e-08,FALSE,"56.01388","19.81951","BraA07003510","AT1G71980","AT1G71980","Protease-associated (PA) RING/U-box zinc finger family protein","-","-"
"BraA06001724",-10.9392245397413,4.48785091065784,91.3751661977478,1.61580221741268e-09,4.50136759328771e-08,FALSE,"82.03156167"," 0.02915130","BraA06001724","AT1G15380","GLYI4","Lactoylglutathione lyase / glyoxalase I family protein","-","-"
"BraA07003886",-2.94096029765582,7.82275950492283,91.2276124181792,1.64040491277927e-09,4.54360060622108e-08,FALSE,"524.94169"," 68.34147","BraA07003886","AT1G76490","HMG1","hydroxy methylglutaryl CoA reductase 1","-","YES"
"BraA06004665",-1.3744655500252,3.90396696029075,91.2252665731493,1.64079932362916e-09,4.54360060622108e-08,FALSE,"26.31051","10.12220","BraA06004665","AT5G46860","VAM3","Syntaxin/t-SNARE family protein","-","YES"
"BraA07002149",-2.53250179614764,5.74607409444725,91.2151065646875,1.64250873249034e-09,4.54360060622108e-08,FALSE,"150.64862"," 26.02769","BraA07002149","AT3G58490","SPP1","Phosphatidic acid phosphatase (PAP2) family protein","-","-"
"BraA01004324",-1.71306332390015,5.62211897790823,91.0151964333389,1.67653992714958e-09,4.61341581351999e-08,FALSE,"113.74375"," 34.70137","BraA01004324","AT3G10770","AT3G10770","Single-stranded nucleic acid binding R3H protein","-","-"
"BraA01000801",-2.36858404872407,5.7246462663624,90.6752322517768,1.73618483267545e-09,4.76089708472328e-08,FALSE,"125.63659"," 24.30965","BraA01000801","AT4G30360","CNGC17","cyclic nucleotide-gated channel 17","-","-"
"BraA09005343",-1.73889262265773,6.59417980570873,90.3433146101389,1.7966479640559e-09,4.8589757653333e-08,FALSE,"201.37903"," 60.32541","BraA09005343","AT3G60620","CDS5","cytidinediphosphate diacylglycerol synthase 5","-","-"
"BraA05004539",-4.189051963253,6.48337569256924,90.1270974302968,1.83726296072495e-09,4.93490085355132e-08,FALSE,"296.28033"," 16.23532","BraA05004539","AT3G03870","AT3G03870","transmembrane protein","-","-"
"BraA01002998",-1.87019718467006,4.79435308188395,89.4134216705111,1.97856138254085e-09,5.25169581133103e-08,FALSE,"60.57215","16.58575","BraA01002998","AT1G59890","SNL5","SIN3-like 5","-","-"
"BraA03003709",-4.69395577411077,4.47593795468156,89.2427819253686,2.01406696310712e-09,5.31902919451444e-08,FALSE,"90.568305"," 3.470452","BraA03003709","AT3G10985","SAG20","senescence associated gene 20","-","YES"
"BraA06001997",-3.77506974346311,7.13416509406168,89.1463522581613,2.03443702986035e-09,5.36341463175244e-08,FALSE,"473.50061"," 34.58754","BraA06001997","AT1G18270","AT1G18270","ketose-bisphosphate aldolase class-II family protein","-","-"
"BraA09005650",-4.86345872568653,6.39708248454644,89.131056515074,2.03768865933161e-09,5.36341463175244e-08,FALSE,"154.736546","  5.334821","BraA09005650","AT3G63520","CCD1","carotenoid cleavage dioxygenase 1","-","-"
"BraA04000473",-1.79960182258261,7.63067932600217,89.0681594556514,2.05111902622271e-09,5.38474129438448e-08,FALSE,"428.9135","123.2163","BraA04000473","AT3G55460","SCL30","SC35-like splicing factor 30","-","-"
"BraA06003335",-1.89921143542479,4.3104775769731,89.0489945474821,2.05523038657816e-09,5.38474129438448e-08,FALSE,"49.958202","13.370205","BraA06003335","AT5G65540","AT5G65540","transcription initiation factor TFIID subunit","-","-"
"BraA07000758",-2.0719900552213,5.59409012505507,88.8274360684292,2.10341581029042e-09,5.49050826765693e-08,FALSE,"112.29727"," 26.67450","BraA07000758","AT3G24800","PRT1","proteolysis 1","-","-"
"BraA09002235",-1.80877183407703,3.90768978098199,88.5828777901583,2.15803247911142e-09,5.61300025954322e-08,FALSE,"33.834972"," 9.641269","BraA09002235","AT5G45360","AT5G45360","F-box family protein","-","-"
"BraA09003482",-1.57429126293497,6.91191743917415,88.5634282698936,2.1624417651272e-09,5.61300025954322e-08,FALSE,"236.49520"," 79.41055","BraA09003482","AT1G32530","AT1G32530","RING/U-box superfamily protein","-","-"
"BraA03004139",-2.19439612626734,4.73179545762847,88.5538938346293,2.16460683452525e-09,5.61300025954322e-08,FALSE,"65.56446","14.35088","BraA03004139","AT3G63220","AT3G63220","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA05002550",-1.51054188484869,5.80980447577288,88.284104875069,2.22685684727536e-09,5.74602078296953e-08,FALSE,"118.07126"," 41.44245","BraA05002550","AT3G22270","AT3G22270","Topoisomerase II-associated protein PAT1","-","-"
"BraA07003489",-2.13955484452203,4.35421531805155,88.231588733474,2.23919885751327e-09,5.76841080478869e-08,FALSE,"45.61813","10.36099","BraA07003489","AT1G71790","CPB","Subunits of heterodimeric actin filament capping protein Capz superfamily","-","-"
"BraA10001135",-2.71726780462856,5.56314927800725,87.7495291356062,2.35602503910074e-09,5.99092635144518e-08,FALSE," 98.35155"," 14.92026","BraA10001135","AT5G55850","NOI","RPM1-interacting protein 4 (RIN4) family protein","-","-"
"BraA07001696",-2.45766969569018,5.69690890155323,87.6152385502587,2.38973748703066e-09,6.06684968481654e-08,FALSE,"122.45131"," 22.28223","BraA07001696","AT5G66880","SNRK2.3","sucrose nonfermenting 1(SNF1)-related protein kinase 2.3","-","YES"
"BraA04002068",-5.92719069398269,3.4487148229478,87.329408372106,2.46325047285604e-09,6.23361515688696e-08,FALSE,"40.2012936"," 0.6436315","BraA04002068","AT2G28570","AT2G28570","hypothetical protein","-","-"
"BraA04001691",-1.45122673518923,5.73660278951848,87.329038086435,2.46334728563131e-09,6.23361515688696e-08,FALSE,"105.88214"," 38.70409","BraA04001691","AT2G23070","AT2G23070","Protein kinase superfamily protein","-","-"
"BraA08002607",-1.99870947579122,5.77051962442647,87.2983543725169,2.47138405473213e-09,6.23894296474106e-08,FALSE,"124.12979"," 31.06341","BraA08002607","AT1G12360","KEU","Sec1/munc18-like (SM) proteins superfamily","-","-"
"BraA01002270",-1.93108495838877,5.37615449768804,86.9744390364947,2.5579842360056e-09,6.40106071140351e-08,FALSE,"85.98294","22.54901","BraA01002270","AT4G15780","VAMP724","vesicle-associated membrane protein 724","-","-"
"BraA09003548",-2.61746071631603,5.91601376730706,86.628204667616,2.6542109791923e-09,6.55844282770594e-08,FALSE,"158.64936"," 25.84147","BraA09003548","AT1G55850","CSLE1","cellulose synthase like E1","-","-"
"BraA05000899",-3.44026058684399,8.95228462803797,86.3464247416963,2.73542820868057e-09,6.72744375072377e-08,FALSE,"1414.8648"," 130.3099","BraA05000899","AT2G38170","CAX1","cation exchanger 1","-","-"
"BraA03006213",-1.91351588012848,7.41329405723801,86.1283669623744,2.80013170515404e-09,6.84380016135476e-08,FALSE,"339.66441"," 90.20253","BraA03006213","AT4G33740","AT4G33740","myb-like protein X","-","-"
"BraA08002129",-1.91416264186769,6.68279033462175,86.0273549982467,2.8306664567469e-09,6.88635085458984e-08,FALSE,"233.36673"," 61.93657","BraA08002129","AT4G28260","AT4G28260","acyl-UDP-N-acetylglucosamine O-acyltransferase","-","-"
"BraA03002784",-1.62725984164628,5.36506486170821,86.0099201092533,2.83597333261098e-09,6.88861423692851e-08,FALSE,"81.81674","26.46868","BraA03002784","AT5G60160","AT5G60160","Zn-dependent exopeptidases superfamily protein","-","-"
"BraA03006138",-1.52777264065508,6.43297133002939,85.9679335938106,2.84879770142323e-09,6.89858478660485e-08,FALSE,"159.75035"," 55.37940","BraA03006138","AT4G32610","AT4G32610","copper ion binding protein","-","-"
"BraA01004146",-1.47442623431801,5.66042137233363,85.7009636080009,2.93182948409596e-09,7.06692129857128e-08,FALSE,"97.16173","34.96893","BraA01004146","AT3G13225","AT3G13225","WW domain-containing protein","-","-"
"BraA04003199",-1.79354936750844,5.77869114595555,85.6140374047302,2.95942932885507e-09,7.12254092296311e-08,FALSE,"98.82985","28.50543","BraA04003199","AT2G44610","RAB6A","Ras-related small GTP-binding family protein","-","-"
"BraA10001619",-2.35804305654241,4.43992811705407,85.5506265152908,2.97974086362343e-09,7.14956115753549e-08,FALSE,"48.618628"," 9.483889","BraA10001619","AT3G28030","UVH3","5'-3' exonuclease family protein","-","-"
"BraA07002382",-1.37571205053499,5.70324672197762,85.3547170776581,3.04345646056708e-09,7.25818252868574e-08,FALSE,"89.26005","34.40294","BraA07002382","AT1G80010","FRS8","FAR1-related sequence 8","YES","-"
"BraA04002275",-2.10469860922475,5.52402102853855,85.2578029809173,3.07552169487622e-09,7.2904685959867e-08,FALSE,"100.65975"," 23.39303","BraA04002275","AT2G31110","AT2G31110","trichome birefringence-like protein (DUF828)","-","-"
"BraA02003152",-1.69457096151351,5.30961845873941,85.1034335957578,3.12735710942465e-09,7.38000013528397e-08,FALSE,"81.66739","25.24089","BraA02003152","AT5G46630","AT5G46630","Clathrin adaptor complexes medium subunit family protein","-","-"
"BraA09000438",-1.68905037780428,5.7421026102031,85.0309075819041,3.15203750937765e-09,7.41600454373754e-08,FALSE,"114.72050"," 35.58633","BraA09000438","AT5G48385","AT5G48385","FRIGIDA-like protein","-","-"
"BraA09004665",-1.70769934781391,6.68763361008101,84.9510929052091,3.17944301113139e-09,7.46931835749374e-08,FALSE,"222.38166"," 68.08826","BraA09004665","AT3G52660","AT3G52660","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA09004147",-2.3220374886634,6.96824576293911,84.8416925433471,3.2174285747108e-09,7.53606038183751e-08,FALSE,"320.63051"," 64.11241","BraA09004147","AT1G27090","AT1G27090","glycine-rich protein","-","-"
