"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.P_Avg_CPM","phyB.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA04000964",-3.8801178075122,6.79609815171692,130.322750148055,5.2531611186672e-11,5.16130945526306e-09,FALSE,"133.244175","  9.034440","BraA04000964","AT4G12830","AT4G12830","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA04002224",-3.34613590462969,8.80375122789547,130.229653681963,5.29055403260152e-11,5.16130945526306e-09,FALSE,"558.61866"," 54.89885","BraA04002224","AT2G30570","PSBW","photosystem II reaction center W","-","-"
"BraA01004546",-3.33180146068276,4.44640659092436,129.894977770202,5.42738583435162e-11,5.18772591549585e-09,FALSE,"26.458121"," 2.603483","BraA01004546","AT3G06350","MEE32","dehydroquinate dehydratase, putative / shikimate dehydrogenase","-","-"
"BraA05004150",-2.11947918167911,5.81389570449714,129.892928548178,5.42823540501849e-11,5.18772591549585e-09,FALSE,"72.58997","16.69497","BraA05004150","AT3G09050","AT3G09050","8-amino-7-oxononanoate synthase","-","-"
"BraA03001437",-4.54245353291715,10.1397564090551,129.868887188277,5.43821331675232e-11,5.18772591549585e-09,FALSE,"1767.17758","  75.78374","BraA03001437","AT5G54770","THI1","thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)","-","-"
"BraA09003100",-2.94129613727209,7.10310914188974,129.70435164116,5.50703774280986e-11,5.20377755480332e-09,FALSE,"166.39829"," 21.65085","BraA09003100","AT4G04850","KEA3","K  efflux antiporter 3","-","-"
"BraA08003837",-4.41531267227681,5.79950150758294,129.609253287494,5.54724793892398e-11,5.20377755480332e-09,FALSE,"68.674643"," 3.199347","BraA08003837","AT1G06690","AT1G06690","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA03002283",-2.90742184834213,3.80756658202115,129.592834338139,5.55422254896415e-11,5.20377755480332e-09,FALSE,"19.445527"," 2.569577","BraA03002283","AT2G40890","CYP98A3","cytochrome P450, family 98, subfamily A, polypeptide 3","-","YES"
"BraA03006095",-4.33954614206659,6.94848505398134,129.50198526586,5.59298691735142e-11,5.20908959047996e-09,FALSE,"131.122095","  6.493302","BraA03006095","AT4G31870","GPX7","glutathione peroxidase 7","-","YES"
"BraA03003122",-3.78054899675463,5.34883182990523,128.809776058761,5.89817762879094e-11,5.46101858100996e-09,FALSE,"53.903312"," 3.876656","BraA03003122","AT4G01900","GLB1","nitrogen regulatory P-II-like protein","-","-"
"BraA08002469",-2.419053333661,6.00460423246722,128.572178709175,6.00706485314436e-11,5.46538732881458e-09,FALSE,"84.26520","15.74522","BraA08002469","AT4G39460","SAMC1","S-adenosylmethionine carrier 1","-","-"
"BraA06001278",-4.1853238939039,7.42782494870909,127.916536534565,6.3190244561796e-11,5.68351113944382e-09,FALSE,"214.005926"," 11.731374","BraA06001278","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA07003904",-1.83321068076542,5.53167734904428,127.254724726062,6.6518492839197e-11,5.88326741155423e-09,FALSE,"58.32195","16.36690","BraA07003904","AT1G76760","TY1","thioredoxin Y1","-","-"
"BraA05002362",-4.05414314320775,4.22216361575118,127.155424562467,6.70340930258728e-11,5.8945062805991e-09,FALSE,"22.753380"," 1.346445","BraA05002362","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA03003722",-4.53542985264435,6.26405366555187,126.886889969893,6.84502858794161e-11,5.97748601782142e-09,FALSE,"101.054939","  4.309434","BraA03003722","AT3G11170","FAD7","fatty acid desaturase 7","-","-"
"BraA01000743",-2.15512777753829,6.66362190606832,126.824459832496,6.87841638646626e-11,5.97748601782142e-09,FALSE,"116.64317"," 26.19662","BraA01000743","AT4G30920","LAP2","Cytosol aminopeptidase family protein","-","YES"
"BraA09004572",-2.676742892941,4.71504180887277,126.762540950383,6.91170556063213e-11,5.97748601782142e-09,FALSE,"39.569545"," 6.169875","BraA09004572","AT3G51480","GLR3.6","glutamate receptor 3.6","-","-"
"BraA06004302",-2.97425554751837,8.46293656729554,126.15499066876,7.24778322957792e-11,6.23388568489379e-09,FALSE,"382.78463"," 48.68498","BraA06004302","AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-"
"BraA02004452",-3.19647655742,7.18574961811384,125.91228108689,7.38696926297358e-11,6.31907044560892e-09,FALSE,"195.78796"," 21.32987","BraA02004452","AT2G29180","AT2G29180","transmembrane protein","-","YES"
"BraA08002692",-1.81272126555152,7.61790620058872,125.788131041218,7.45928540440226e-11,6.34644066298873e-09,FALSE,"213.71198"," 60.82283","BraA08002692","AT4G14210","PDS3","phytoene desaturase 3","-","-"
"BraA09002255",-7.41145078967848,7.2685569028201,125.628650791524,7.55331157778366e-11,6.39188839969434e-09,FALSE,"228.326162","  1.291994","BraA09002255","AT5G45680","FKBP13","FK506-binding protein 13","-","YES"
"BraA09003335",-2.29871992711969,5.11137763604507,125.333779555,7.73057002003629e-11,6.48709447063974e-09,FALSE,"42.424622"," 8.630337","BraA09003335","AT1G34000","OHP2","one-helix protein 2","-","-"
"BraA01004729",-3.4944222762101,2.9796581946868,125.304780511582,7.74824498399156e-11,6.48709447063974e-09,FALSE,"14.591523"," 1.271768","BraA01004729","AT3G02570","MEE31","Mannose-6-phosphate isomerase, type I","-","-"
"BraA02000750",-4.37320872617402,7.24747105407576,125.096243713453,7.87664873459033e-11,6.4910183812802e-09,FALSE,"224.057308"," 10.791882","BraA02000750","AT5G17170","ENH1","rubredoxin family protein","-","YES"
"BraA03002984",-3.64576243761494,10.8971482935108,124.699099779884,8.1276238521998e-11,6.61523370628546e-09,FALSE,"2375.0683"," 189.7287","BraA03002984","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA07001149",-6.15249666794376,3.79853446545778,124.489842830534,8.26334710554793e-11,6.64596278138069e-09,FALSE,"16.6741281"," 0.2186382","BraA07001149","AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraA09006906",-2.27962807939826,5.73995531242552,124.396364499925,8.32477057479146e-11,6.65136491610241e-09,FALSE,"68.72561","14.15738","BraA09006906","AT1G03680","THM1","thioredoxin M-type 1","-","YES"
"BraA03005149",-2.35882945082166,8.1781478333522,123.999735534103,8.59096279126153e-11,6.81052676016462e-09,FALSE,"344.07122"," 67.05866","BraA03005149","AT4G18480","CHLI1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA10000880",-2.68259702133551,4.82443191422577,123.971132690081,8.61051350236823e-11,6.81052676016462e-09,FALSE,"38.198722"," 5.936269","BraA10000880","AT5G52960","AT5G52960","tRNA dimethylallyltransferase","-","-"
"BraA02001667",-2.5414764673516,5.09830906730441,123.760085953095,8.75627150529158e-11,6.89118567466447e-09,FALSE,"55.719574"," 9.558635","BraA02001667","AT5G52540","AT5G52540","keratin-associated protein, putative (DUF819)","-","-"
"BraA07003967",-6.1157503960758,9.84074620748935,123.393581298335,9.01580428090096e-11,7.00930605368937e-09,FALSE," 851.55470","  12.23441","BraA07003967","AT1G77760","NIA1","nitrate reductase 1","-","-"
"BraA03002853",-4.31259122656895,9.18555892915446,123.36005880141,9.03995634624486e-11,7.00930605368937e-09,FALSE,"777.13035"," 39.07702","BraA03002853","AT4G09650","ATPD","F-type H -transporting ATPase subunit delta","-","-"
"BraA03003212",-1.66776805084792,5.48580508529516,122.705273565136,9.52608532584428e-11,7.31417478189214e-09,FALSE,"55.94127","17.58879","BraA03003212","AT4G00370","ANTR2","Major facilitator superfamily protein","-","-"
"BraA06001158",-2.19157355601492,7.38641728106648,122.526751386224,9.66349960493071e-11,7.32263943499087e-09,FALSE,"187.90759"," 41.13280","BraA06001158","AT1G07890","APX1","ascorbate peroxidase 1","-","YES"
"BraA01000954",-5.98272218631628,6.32998555484193,122.499293887497,9.68482490123129e-11,7.32263943499087e-09,FALSE," 99.337140","  1.530163","BraA01000954","AT4G28660","PSB28","photosystem II reaction center PSB28 protein","-","-"
"BraA09000816",-4.22352098277007,3.54104456819746,122.450049153641,9.72319975802473e-11,7.32263943499087e-09,FALSE,"15.4191923"," 0.8327309","BraA09000816","AT5G63060","AT5G63060","Sec14p-like phosphatidylinositol transfer family protein","-","-"
"BraA01004802",-4.44400123199637,5.21773679515746,122.347461828422,9.80367429552884e-11,7.33707030434992e-09,FALSE,"45.331401"," 2.069882","BraA01004802","AT3G01440","PnsL3","PsbQ-like 1","-","-"
"BraA01000237",-4.98560236285186,6.83065209360921,122.201601703128,9.91934231807546e-11,7.33707030434992e-09,FALSE,"154.426870","  4.856981","BraA01000237","AT4G36530","AT4G36530","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03006568",-1.53962173816078,7.71171409366734,122.156446475067,9.95545054324553e-11,7.33707030434992e-09,FALSE,"251.13900"," 86.37039","BraA03006568","AT5G42310","AT5G42310","Pentatricopeptide repeat (PPR-like) superfamily protein","-","-"
"BraA04003031",-3.03260946437266,8.69699700828263,122.073629482094,1.00220464767169e-10,7.33707030434992e-09,FALSE,"520.37114"," 63.54791","BraA04003031","AT2G42220","AT2G42220","Rhodanese/Cell cycle control phosphatase superfamily protein","-","-"
"BraA10002206",-4.18905355344977,5.53875635367452,121.512838206901,1.0485931479249e-10,7.61803703906325e-09,FALSE,"50.161670"," 2.734675","BraA10002206","AT5G14760","AO","L-aspartate oxidase","-","-"
"BraA07000537",-2.65702102287987,5.08602121216938,121.436302512366,1.05510296983214e-10,7.61803703906325e-09,FALSE,"41.748485"," 6.593234","BraA07000537","AT2G15290","TIC21","translocon at inner membrane of chloroplasts 21","-","-"
"BraA03004059",-6.84408068310206,3.85654869203993,120.72903509398,1.11738082237168e-10,8.03085577357546e-09,FALSE,"15.7995922"," 0.1124224","BraA03004059","AT3G17609","HYH","HY5-homolog","YES","-"
"BraA05003370",-1.93563273393177,9.20588885872612,120.494190935504,1.13893394928466e-10,8.14855470988207e-09,FALSE,"717.6577","187.5858","BraA05003370","AT3G17930","DAC","transmembrane protein","-","-"
"BraA09002953",-4.80091090712125,9.0200332226649,120.314661894886,1.15571498439363e-10,8.23120083907503e-09,FALSE," 566.80149","  20.31604","BraA09002953","AT4G09650","ATPD","F-type H -transporting ATPase subunit delta","-","-"
"BraA05004167",-2.74314350498264,5.1323383287686,120.21128095994,1.16549997534601e-10,8.26349982520103e-09,FALSE,"45.798961"," 6.808846","BraA05004167","AT3G08920","AT3G08920","Rhodanese/Cell cycle control phosphatase superfamily protein","-","-"
"BraA08000832",-3.114051599738,5.63322585529072,120.105824727243,1.17557418237378e-10,8.29755050697906e-09,FALSE,"66.702844"," 7.669313","BraA08000832","AT1G32550","FdC2","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA06000577",-2.62452513084248,4.78421550150077,119.361538812155,1.24942308347596e-10,8.67326023026468e-09,FALSE,"37.436242"," 6.041102","BraA06000577","AT3G44020","AT3G44020","thylakoid lumenal P17.1 protein","-","-"
"BraA05001097",-7.76836812113449,5.27783087595658,119.147087231262,1.27162534668671e-10,8.74704816195791e-09,FALSE,"51.0556456"," 0.2152055","BraA05001097","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA02001404",-3.16022428849299,4.44674395866252,118.914038306566,1.29623994288537e-10,8.78334261085023e-09,FALSE,"24.744162"," 2.737500","BraA02001404","AT5G56260","AT5G56260","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase","-","-"
"BraA03006312",-1.79904520586887,6.77797706238245,118.875396004355,1.30037112874195e-10,8.78334261085023e-09,FALSE,"134.67304"," 38.69216","BraA03006312","AT4G38920","VHA-C3","vacuolar-type H[ ]-ATPase C3","-","-"
"BraA09001039",-3.87645257202185,11.3550665175889,118.824977300707,1.30578282778841e-10,8.78334261085023e-09,FALSE,"3255.6002"," 221.6327","BraA09001039","AT5G66190","FNR1","ferredoxin-NADP[ ]-oxidoreductase 1","-","YES"
"BraA09004850",-5.19839581892806,6.44844526441035,118.754082481842,1.31343375917275e-10,8.79721164654429e-09,FALSE," 79.5007111","  2.1128719","BraA09004850","AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein","-","-"
"BraA05001456",-6.32129955849732,4.26210495543106,117.899580362869,1.40958252945062e-10,9.26399455150963e-09,FALSE,"18.8098073"," 0.2217159","BraA05001456","AT2G31380","STH","salt tolerance homologue","YES","-"
"BraA10000931",-2.10085096475564,5.70361464194866,117.843560789587,1.41614762281211e-10,9.26399455150963e-09,FALSE,"67.28019","15.64927","BraA10000931","AT5G53580","PLR1","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA09000035",-4.18180306805543,6.29161489013714,117.824076593293,1.41843880998337e-10,9.26399455150963e-09,FALSE,"118.722620","  6.494751","BraA09000035","AT4G00360","CYP86A2","cytochrome P450, family 86, subfamily A, polypeptide 2","-","-"
"BraA09005291",-2.06146052979057,5.97407730899969,117.236072948473,1.48951342538724e-10,9.64812399818731e-09,FALSE,"76.98608","18.42821","BraA09005291","AT3G59970","MTHFR1","methylenetetrahydrofolate reductase 1","-","-"
"BraA08000536",-6.38942792947563,6.08076873552418,117.158015102861,1.49923587497929e-10,9.67130027548116e-09,FALSE,"107.1767278","  1.2269048","BraA08000536","AT1G45474","Lhca5","photosystem I light harvesting complex protein 5","-","-"
"BraA07003790",-2.79245614359265,6.3861880595264,117.044088225534,1.51354990931327e-10,9.6842583628418e-09,FALSE,"110.29720"," 15.90521","BraA07003790","AT1G75690","LQY1","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA10001563",-2.97119868404247,5.85541760201191,116.010371639122,1.65042749206144e-10,1.04242316572882e-08,FALSE," 67.480233","  8.602386","BraA10001563","AT5G60540","PDX2","pyridoxine biosynthesis 2","-","YES"
"BraA06000926",-3.42464394445314,6.73986024147721,115.972499328462,1.65569117809532e-10,1.04242316572882e-08,FALSE,"147.612033"," 13.729045","BraA06000926","AT1G51110","AT1G51110","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA05004508",-2.65029231969399,5.86306620350659,115.51207997209,1.72116186234809e-10,1.07504316322853e-08,FALSE,"82.691526","13.115199","BraA05004508","AT3G04520","THA2","threonine aldolase 2","-","-"
"BraA03000839",-2.73913448932817,6.89605569823168,114.641971703212,1.85270095682307e-10,1.14442053054028e-08,FALSE,"161.18519"," 24.11693","BraA03000839","AT5G17310","UGP2","UDP-glucose pyrophosphorylase 2","-","-"
"BraA09003237",-2.08699431119266,4.05782345178616,114.616449761242,1.85672052812653e-10,1.14442053054028e-08,FALSE,"22.915617"," 5.384796","BraA09003237","AT1G34550","EMB2756","transmembrane protein (DUF616)","-","-"
"BraA09006744",-2.33398378886664,6.35765407753366,114.572483004656,1.86366729361158e-10,1.14442053054028e-08,FALSE," 98.18701"," 19.48084","BraA09006744","AT1G06820","CRTISO","carotenoid isomerase","-","-"
"BraA08002200",-1.65146469891359,5.20659741034501,114.475519558218,1.87908755206337e-10,1.14442053054028e-08,FALSE,"45.18228","14.36999","BraA08002200","AT1G64280","NPR1","regulatory protein (NPR1)","-","YES"
"BraA03000614",-4.02608258562416,5.04109098341701,114.41088793386,1.88944297582691e-10,1.14442053054028e-08,FALSE,"42.520247"," 2.574008","BraA03000614","AT5G13630","GUN5","magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)","-","-"
"BraA06003776",-3.11017525788646,5.12558609874399,114.364136242479,1.89697226905723e-10,1.14442053054028e-08,FALSE,"43.831805"," 5.069716","BraA06003776","AT5G26667","PYR6","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA06004035",-2.35645288378321,5.92903748710174,114.359794332584,1.89767317961253e-10,1.14442053054028e-08,FALSE,"79.31206","15.48043","BraA06004035","AT5G48220","AT5G48220","Aldolase-type TIM barrel family protein","-","-"
"BraA01001067",-3.34599112264558,9.66176379412084,114.287692212007,1.90935377610372e-10,1.14706978762872e-08,FALSE," 955.11395","  93.91237","BraA01001067","AT4G18480","CHLI1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA04001908",-4.16824057001622,4.26263025745781,114.084677379853,1.94266390216295e-10,1.16264371939334e-08,FALSE,"28.984913"," 1.584666","BraA04001908","AT2G25840","OVA4","Nucleotidylyl transferase superfamily protein","-","-"
"BraA07003149",-2.84799448910239,4.12608321335937,114.010809294038,1.95494015943977e-10,1.16555901930235e-08,FALSE,"25.793428"," 3.548080","BraA07003149","AT4G01935","AT4G01935","insulin-induced protein","-","-"
"BraA07003147",-2.08212281769167,10.6037821641844,113.657744213299,2.01479211778303e-10,1.18331447514571e-08,FALSE,"1871.0619"," 441.8796","BraA07003147","AT5G42270","VAR1","FtsH extracellular protease family","-","YES"
"BraA10000072",-9.25662871421769,5.15299548791108,113.479963841112,2.04568062280952e-10,1.19698933096735e-08,FALSE,"46.13208797"," 0.05621122","BraA10000072","AT1G01190","CYP78A8","cytochrome P450, family 78, subfamily A, polypeptide 8","-","-"
"BraA06003957",-3.35162362144007,7.3873138023165,113.304677064822,2.07664010708083e-10,1.21060426983157e-08,FALSE,"225.37494"," 22.04589","BraA06003957","AT5G49030","OVA2","tRNA synthetase class I (I, L, M and V) family protein","-","-"
"BraA07004191",-2.46354764231294,6.38430580967508,113.227305247113,2.09046724694405e-10,1.2141680615092e-08,FALSE,"102.46734"," 18.56100","BraA07004191","AT1G80030","AT1G80030","Molecular chaperone Hsp40/DnaJ family protein","-","-"
"BraA09003224",-2.1364468384307,5.77211272151576,112.979531199025,2.13542419402069e-10,1.23571973580462e-08,FALSE,"62.29218","14.17965","BraA09003224","AT1G35340","AT1G35340","ATP-dependent protease La (LON) domain protein","-","-"
"BraA03005683",-2.158362441437,3.62937865888613,112.918668868672,2.14662720908277e-10,1.23765246413783e-08,FALSE,"17.450455"," 3.895085","BraA03005683","AT4G26650","AT4G26650","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA06002931",-2.01855367297411,5.46015862471024,112.802875204707,2.16811819370233e-10,1.24548103536039e-08,FALSE,"56.46590","13.91334","BraA06002931","AT5G61810","APC1","Mitochondrial substrate carrier family protein","-","-"
"BraA07001832",-2.63814328868582,7.49744475583178,112.583434151589,2.20948977671306e-10,1.26463160310777e-08,FALSE,"227.50654"," 36.53117","BraA07001832","AT2G27680","AT2G27680","NAD(P)-linked oxidoreductase superfamily protein","-","-"
