"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.D_Avg_CPM","WT.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA09002725",2.41590970193105,6.38289232654062,212.054318407085,3.59718121304831e-13,4.36334564378095e-11,FALSE," 22.89140","121.91417","BraA09002725","AT4G11175","AT4G11175","Nucleic acid-binding, OB-fold-like protein","-","-"
"BraA08003752",2.39193779670997,6.48888586048888,212.017354189446,3.60377975661705e-13,4.36334564378095e-11,FALSE," 25.44239","133.11865","BraA08003752","AT1G08540","SIG2","RNApolymerase sigma subunit 2","-","-"
"BraA01000237",6.05343214147004,6.83065209360921,211.071392859908,3.77719876360721e-13,4.5044774784426e-11,FALSE,"  3.110962","193.722758","BraA01000237","AT4G36530","AT4G36530","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03004593",2.74483125798836,5.76475324006077,211.069367825162,3.77757958802048e-13,4.5044774784426e-11,FALSE,"12.44859","83.43611","BraA03004593","AT4G35000","APX3","ascorbate peroxidase 3","-","-"
"BraA07003594",3.89062435112058,7.16470813110013,210.136104295926,3.9576074188118e-13,4.68366471970659e-11,FALSE," 12.24550","179.46253","BraA07003594","AT1G73110","AT1G73110","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA07004191",2.97251449753359,6.38430580967508,209.348334838904,4.11683077646133e-13,4.83574003145532e-11,FALSE," 14.87391","116.19041","BraA07004191","AT1G80030","AT1G80030","Molecular chaperone Hsp40/DnaJ family protein","-","-"
"BraA08000832",3.68825099845764,5.63322585529072,209.001050833686,4.18922169166876e-13,4.88432217976788e-11,FALSE," 5.641118","71.453441","BraA08000832","AT1G32550","FdC2","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA08000983",3.31057615493921,8.07870582411689,207.960112054286,4.41461419685074e-13,5.1092667248846e-11,FALSE," 39.01772","386.27791","BraA08000983","AT5G40950","RPL27","ribosomal protein large subunit 27","-","-"
"BraA08003681",4.05054636841402,7.14647744718975,207.653553185732,4.48347843591736e-13,5.15109128330944e-11,FALSE," 12.46134","205.40025","BraA08003681","AT1G09780","iPGAM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-"
"BraA07003147",2.46821556172687,10.6037821641844,206.912444235445,4.65482654103244e-13,5.30920070694569e-11,FALSE," 402.9606","2229.3991","BraA07003147","AT5G42270","VAR1","FtsH extracellular protease family","-","YES"
"BraA02004550",2.00015899420853,6.25790822882037,205.783078617011,4.92977197674775e-13,5.58234610892155e-11,FALSE," 23.72500"," 94.90103","BraA02004550","AT5G66200","ARO2","armadillo repeat only 2","-","-"
"BraA10001271",5.06709538298247,4.2450120379457,205.533058357185,4.99299445094306e-13,5.61355233270313e-11,FALSE," 0.9615897","32.3485999","BraA10001271","AT5G57170","AT5G57170","Tautomerase/MIF superfamily protein","-","-"
"BraA09003092",3.91917569730992,8.00589443189272,204.595158413726,5.2381267620929e-13,5.84738405924413e-11,FALSE," 22.76961","342.55272","BraA09003092","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA05001543",2.75326672168988,4.873793272551,204.065697613254,5.38225720546406e-13,5.96596678971861e-11,FALSE," 5.873817","39.112938","BraA05001543","AT4G24610","AT4G24610","pesticidal crystal cry8Ba protein","-","-"
"BraA05001563",3.05703602760067,5.59054542304874,203.398610877831,5.570016503153e-13,6.07346559729412e-11,FALSE," 6.416251","53.894081","BraA05001563","AT2G29970","AT2G29970","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA02004452",3.59042192034405,7.18574961811384,203.217873762516,5.62210353626714e-13,6.07346559729412e-11,FALSE," 17.75152","212.29747","BraA02004452","AT2G29180","AT2G29180","transmembrane protein","-","YES"
"BraA03003168",3.7108681323377,7.32720860078294,203.069566333537,5.66523981253717e-13,6.07346559729412e-11,FALSE," 19.57244","256.09728","BraA03003168","AT4G01040","AT4G01040","Glycosyl hydrolase superfamily protein","-","-"
"BraA06000926",4.08373018980149,6.73986024147721,203.067594640944,5.66581570921504e-13,6.07346559729412e-11,FALSE,"  8.626825","143.036562","BraA06000926","AT1G51110","AT1G51110","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA03005149",2.64454357374722,8.1781478333522,203.0458564518,5.67216926812093e-13,6.07346559729412e-11,FALSE," 64.48280","402.97959","BraA03005149","AT4G18480","CHLI1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA08002073",3.57635789042415,10.1268141593661,202.487940357712,5.83791208333149e-13,6.20869839132687e-11,FALSE," 133.5072","1590.9511","BraA08002073","AT1G55480","ZKT","protein containing PDZ domain, a K-box domain, and a TPR region","-","-"
"BraA03002964",4.63416384830741,6.03422858332368,201.924633718673,6.01060704246547e-13,6.34946005694003e-11,FALSE," 4.024140","98.956545","BraA03002964","AT4G04020","FIB","fibrillin","-","YES"
"BraA05004150",2.3038641519602,5.81389570449714,200.974587510312,6.31456893007706e-13,6.62608766396086e-11,FALSE,"15.54890","76.77841","BraA05004150","AT3G09050","AT3G09050","8-amino-7-oxononanoate synthase","-","-"
"BraA01001280",2.23859811251571,5.85896389976282,198.806350759938,7.07270195558283e-13,7.37247210469363e-11,FALSE,"15.99955","75.60834","BraA01001280","AT4G21210","RP1","PPDK regulatory protein","-","-"
"BraA09001039",4.45791233059604,11.3550665175889,198.153248659279,7.32002137352083e-13,7.58007476442223e-11,FALSE," 159.1112","3493.4114","BraA09001039","AT5G66190","FNR1","ferredoxin-NADP[ ]-oxidoreductase 1","-","YES"
"BraA07000779",2.27970201022993,6.87063517096445,197.5930777142,7.53964077641517e-13,7.67251297713696e-11,FALSE," 32.85254","159.30817","BraA07000779","AT3G25530","GLYR1","glyoxylate reductase 1","-","-"
"BraA09006307",5.98288821792968,4.31637111105258,197.553254017168,7.55552421509675e-13,7.67251297713696e-11,FALSE," 0.5799606","32.3135966","BraA09006307","AT1G14150","PnsL2","PsbQ-like 2","-","-"
"BraA03006305",5.5761848104501,3.71985036010633,197.218417059389,7.69051838035025e-13,7.75953585299442e-11,FALSE," 0.4619911","21.2632451","BraA03006305","AT4G34610","BLH6","BEL1-like homeodomain 6","YES","-"
"BraA10002282",2.7174921431207,8.40719156593806,196.977434305305,7.78929441835133e-13,7.80913975444904e-11,FALSE," 83.29628","547.91118","BraA10002282","AT5G13650","SVR3","elongation factor family protein","-","-"
"BraA02002391",1.82424193508772,7.06508497026591,196.82445077532,7.85271512689949e-13,7.82289468970873e-11,FALSE," 52.25726","185.00568","BraA02002391","AT1G73885","AT1G73885","AT-rich interactive domain protein","-","-"
"BraA06003049",6.42203185779679,4.35054827022003,196.5441302577,7.97038480702553e-13,7.89017967689194e-11,FALSE," 0.4884755","40.3614553","BraA06003049","AT5G62720","AT5G62720","Integral membrane HPP family protein","-","-"
"BraA02000750",4.89851988127067,7.24747105407576,195.974668166433,8.21536730658564e-13,7.9365370675023e-11,FALSE,"  7.536379","219.217327","BraA02000750","AT5G17170","ENH1","rubredoxin family protein","-","YES"
"BraA07002964",2.78489694714769,7.14739451493874,195.966581996644,8.21890433292805e-13,7.9365370675023e-11,FALSE," 28.70769","197.39566","BraA07002964","AT1G67700","AT1G67700","multidrug resistance protein","-","-"
"BraA07002828",2.87393357778638,5.87671287571197,194.950310825764,8.6768866371481e-13,8.32769485784824e-11,FALSE,"11.33531","83.02274","BraA07002828","AT1G70610","ABCB26","transporter associated with antigen processing protein 1","-","-"
"BraA03004720",2.3623417171778,9.27215742446063,194.648276103531,8.81828672783926e-13,8.41211109673878e-11,FALSE,"161.5941","830.8124","BraA03004720","AT5G61410","RPE","D-ribulose-5-phosphate-3-epimerase","-","YES"
"BraA04000488",3.63228164924424,8.04594926699116,192.948031910003,9.66244423683783e-13,9.05279001713258e-11,FALSE," 29.07171","359.15044","BraA04000488","AT3G55330","PPL1","PsbP-like protein 1","-","-"
"BraA09001262",4.48039553487042,5.90414612071197,192.388494018365,9.95913394685476e-13,9.27554842150851e-11,FALSE," 2.591863","59.220756","BraA09001262","AT4G29840","MTO2","Pyridoxal-5'-phosphate-dependent enzyme family protein","-","-"
"BraA08002578",1.98915701145258,7.2533914194047,192.108301385244,1.01114091968475e-12,9.34195610501248e-11,FALSE," 55.35276","219.64314","BraA08002578","AT1G12800","AT1G12800","Nucleic acid-binding, OB-fold-like protein","-","-"
"BraA05001084",2.77843024006331,6.11858336678161,192.039585110522,1.01491390975676e-12,9.34195610501248e-11,FALSE," 16.37195","111.75523","BraA05001084","AT2G35490","AT2G35490","Plastid-lipid associated protein PAP / fibrillin family protein","-","YES"
"BraA07003042",4.83947972153155,5.15694638755562,191.751566562834,1.03089527974406e-12,9.43389052509971e-11,FALSE," 2.229080","61.596060","BraA07003042","AT1G66130","AT1G66130","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA06001158",2.38569001372862,7.38641728106648,191.273317464487,1.05803904681003e-12,9.52717986883475e-11,FALSE," 54.46249","284.61305","BraA06001158","AT1G07890","APX1","ascorbate peroxidase 1","-","YES"
"BraA08000675",3.86221143442947,5.6424036440941,191.270197368018,1.05821866140261e-12,9.52717986883475e-11,FALSE," 5.423591","78.723779","BraA08000675","AT4G12980","AT4G12980","Auxin-responsive family protein","-","-"
"BraA01001123",2.00003483358095,6.05576402291328,191.194628162922,1.06257908450391e-12,9.52717986883475e-11,FALSE,"24.14878","96.40772","BraA01001123","AT4G18975","AT4G18975","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA04001060",3.55116415388125,9.71672280118473,190.808851876188,1.08514500912555e-12,9.52717986883475e-11,FALSE," 116.5628","1364.9831","BraA04001060","AT5G36790","AT5G36790","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA03000614",4.69162125388386,5.04109098341701,190.779510728805,1.0868824918761e-12,9.52717986883475e-11,FALSE," 2.307429","56.840027","BraA03000614","AT5G13630","GUN5","magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)","-","-"
"BraA09003483",3.53091589530345,4.49323503501711,190.735197338512,1.08951231028606e-12,9.52717986883475e-11,FALSE," 3.038110","34.372530","BraA09003483","AT1G32520","AT1G32520","TLDc domain protein","-","-"
"BraA10001563",3.3666400663682,5.85541760201191,190.593837644341,1.09794772338908e-12,9.54789898681992e-11,FALSE,"  8.363349"," 84.816374","BraA10001563","AT5G60540","PDX2","pyridoxine biosynthesis 2","-","YES"
"BraA08001624",3.41830356374074,6.86204584417482,190.439006902986,1.10726847565584e-12,9.56337034799662e-11,FALSE," 17.91701","190.29397","BraA08001624","AT4G35250","HCF244","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA01001531",2.86155413672203,4.43914460657703,190.275283312458,1.11721814877991e-12,9.56337034799662e-11,FALSE," 5.950603","43.324860","BraA01001531","AT4G23730","AT4G23730","Galactose mutarotase-like superfamily protein","-","-"
"BraA05000276",2.84853976497532,7.63356869096261,190.263232006636,1.1179543481775e-12,9.56337034799662e-11,FALSE," 30.33305","218.29171","BraA05000276","AT2G40840","DPE2","disproportionating enzyme 2","-","-"
"BraA04000967",3.72169947495736,9.35914943509849,189.937795815791,1.13803543105933e-12,9.63047187358807e-11,FALSE,"  58.49478"," 769.92812","BraA04000967","AT4G12800","PSAL","photosystem I subunit l","-","-"
"BraA07000653",2.95811955562218,6.10873191974914,189.150888027044,1.18822938327093e-12,9.96334366733515e-11,FALSE,"10.57995","81.56360","BraA07000653","AT2G05310","AT2G05310","transmembrane protein","-","-"
"BraA03006061",2.61545012348627,5.89376566893491,189.123320165682,1.19003088275668e-12,9.96334366733515e-11,FALSE,"14.60106","89.20465","BraA03006061","AT4G31530","AT4G31530","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA05004075",6.84716915335839,7.02398655053399,188.32139968295,1.24375495738588e-12,1.03580439308221e-10,FALSE,"  1.870620","196.851439","BraA05004075","AT3G10060","AT3G10060","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA09005548",2.71941371987103,6.1062781886028,187.842737834179,1.27707407014001e-12,1.05795504547388e-10,FALSE,"13.65063","90.16275","BraA09005548","AT3G63160","OEP6","outer envelope membrane protein","-","YES"
"BraA07001832",2.9946203261708,7.49744475583178,187.318917267019,1.31465128568354e-12,1.08338278725963e-10,FALSE," 33.33026","264.91368","BraA07001832","AT2G27680","AT2G27680","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA08003837",4.62913150403471,5.79950150758294,186.698841343113,1.36069300492889e-12,1.11136822810255e-10,FALSE," 3.756430","91.682615","BraA08003837","AT1G06690","AT1G06690","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA03002984",3.91246755126022,10.8971482935108,186.664800472643,1.36327081677498e-12,1.11136822810255e-10,FALSE," 158.2379","2380.6942","BraA03002984","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA10002738",2.34071383206681,9.13205208423825,186.578982623341,1.36979311468803e-12,1.11136822810255e-10,FALSE,"131.4901","665.8803","BraA10002738","AT5G61410","RPE","D-ribulose-5-phosphate-3-epimerase","-","YES"
"BraA06002931",2.27909238865007,5.46015862471024,186.364575968475,1.38623696801168e-12,1.11890607234548e-10,FALSE,"12.06603","58.28350","BraA06002931","AT5G61810","APC1","Mitochondrial substrate carrier family protein","-","-"
"BraA01000207",2.04541543278596,7.65722501245036,186.273315834654,1.39330108119259e-12,1.11890607234548e-10,FALSE," 71.62107","295.58146","BraA01000207","AT4G37200","HCF164","Thioredoxin superfamily protein","-","-"
"BraA09003521",3.28611551880064,6.27180739287276,186.008270112753,1.41403991690425e-12,1.1297963600037e-10,FALSE," 11.16776","108.65248","BraA09003521","AT1G32080","LrgB","membrane protein","-","-"
"BraA03000839",3.06805079256389,6.89605569823168,185.675294944718,1.44057048720481e-12,1.14518078124261e-10,FALSE," 19.35322","162.60148","BraA03000839","AT5G17310","UGP2","UDP-glucose pyrophosphorylase 2","-","-"
"BraA03003722",4.82296015916822,6.26405366555187,185.058359197935,1.49116641396137e-12,1.17944519375638e-10,FALSE,"  4.429651","123.915412","BraA03003722","AT3G11170","FAD7","fatty acid desaturase 7","-","-"
"BraA03003212",1.78494605588625,5.48580508529516,184.483572599534,1.54004608049647e-12,1.21201626535072e-10,FALSE,"15.61075","53.72154","BraA03003212","AT4G00370","ANTR2","Major facilitator superfamily protein","-","-"
"BraA10002878",2.28872865642438,4.99787767452981,183.986313909821,1.58373836030323e-12,1.22899273214126e-10,FALSE,"10.399470","50.953234","BraA10002878","AT5G08740","NDC1","NAD(P)H dehydrogenase C1","-","-"
"BraA01001067",3.74470839669924,9.66176379412084,183.983193065284,1.58401679288753e-12,1.22899273214126e-10,FALSE,"  96.23514","1288.97581","BraA01001067","AT4G18480","CHLI1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA07000852",2.75658264944412,8.12905000240085,183.971713175674,1.58504145250747e-12,1.22899273214126e-10,FALSE," 62.76648","423.78685","BraA07000852","AT3G24190","AT3G24190","Protein kinase superfamily protein","-","-"
"BraA09001531",3.24628727968225,5.00111330395616,183.405717652666,1.63646427796598e-12,1.25396596198518e-10,FALSE," 5.455182","50.782100","BraA09001531","AT1G64430","AT1G64430","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA08002093",3.90816070980612,3.84379616079605,183.315207448242,1.64485422000827e-12,1.25396596198518e-10,FALSE," 0.8811168","13.1075042","BraA08002093","AT4G28730","GrxC5","Glutaredoxin family protein","-","-"
"BraA04002224",3.45864150597415,8.80375122789547,183.269416942364,1.6491166082016e-12,1.25396596198518e-10,FALSE," 48.47050","532.01511","BraA04002224","AT2G30570","PSBW","photosystem II reaction center W","-","-"
"BraA04000913",2.82379025968987,6.01440874197244,182.790051802374,1.69446539064828e-12,1.27611891142603e-10,FALSE," 13.82787"," 97.62048","BraA04000913","AT4G13550","AT4G13550","putative triglyceride lipase","-","-"
"BraA01001284",3.70379254995924,7.32965484396594,182.560221564209,1.71668657486982e-12,1.28669746135481e-10,FALSE," 17.60065","229.01674","BraA01001284","AT4G21280","PSBQA","photosystem II subunit QA","-","-"
"BraA09004305",2.3058234170743,7.06368458047193,182.089448062561,1.76319802116026e-12,1.3152955854532e-10,FALSE," 40.54905","200.12614","BraA09004305","AT1G22850","AT1G22850","SNARE associated Golgi protein family","-","-"
"BraA01002394",2.73271448747421,6.35746698540431,181.803773724836,1.79208813636186e-12,1.33054090878942e-10,FALSE," 19.11930","126.49383","BraA01002394","AT3G51820","G4","UbiA prenyltransferase family protein","-","YES"
"BraA07001149",6.24679052629597,3.79853446545778,181.702738680524,1.80242850612476e-12,1.33193543128656e-10,FALSE," 0.3163095","25.2924097","BraA07001149","AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraA09000422",2.4844096661391,6.1317367040649,181.374643006935,1.83645666021118e-12,1.35073961830486e-10,FALSE,"15.32864","86.11954","BraA09000422","AT5G47840","AMK2","adenosine monophosphate kinase","-","YES"
"BraA04003031",3.23178843947881,8.69699700828263,181.249631685121,1.84960514448477e-12,1.35408302205536e-10,FALSE," 53.65107","503.09484","BraA04003031","AT2G42220","AT2G42220","Rhodanese/Cell cycle control phosphatase superfamily protein","-","-"
"BraA04003176",2.8206550843632,5.23575484239327,180.803648226611,1.89735254977094e-12,1.38260783024975e-10,FALSE," 9.673763","67.741439","BraA04003176","AT2G44210","AT2G44210","carboxyl-terminal peptidase (DUF239)","-","-"
