"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA04000473",1.79647415047132,7.63067932600217,118.156406788484,1.37990460858503e-10,3.71276898104757e-09,FALSE,"119.4612","415.0532","BraA04000473","AT3G55460","SCL30","SC35-like splicing factor 30","-","-"
"BraA09000054",2.28704429481542,5.0620765592637,118.128409783575,1.38310663495e-10,3.71503386247663e-09,FALSE,"15.21451","74.51036","BraA09000054","AT4G00720","SK32","shaggy-like protein kinase 32","-","-"
"BraA01003480",1.59619612794283,4.6142773876485,117.8664802394,1.41345762137071e-10,3.76969051792245e-09,FALSE,"14.95684","45.18178","BraA01003480","AT3G21175","ZML1","ZIM-like 1","YES","-"
"BraA08003664",9.38824500353229,6.347967925449,117.222522817767,1.49119622978748e-10,3.92498806970818e-09,FALSE,"  0.4455836","318.6529569","BraA08003664","AT1G10070","BCAT-2","branched-chain amino acid transaminase 2","-","-"
"BraA04001431",1.35051843571718,5.11093561224844,117.08672750929,1.5081753037844e-10,3.94986344119241e-09,FALSE,"22.67260","57.78133","BraA04001431","AT5G42080","DL1","dynamin-like protein","-","-"
"BraA09004695",1.83222237069893,5.53870984500409,117.042471594279,1.51375409171757e-10,3.95736685586432e-09,FALSE," 28.69822","102.28377","BraA09004695","AT3G53030","SRPK4","ser/arg-rich protein kinase 4","-","-"
"BraA03001744",1.81100532074741,4.59434286790376,117.024161630541,1.51606875100774e-10,3.95736685586432e-09,FALSE,"15.27336","53.42998","BraA03001744","AT2G31130","AT2G31130","hypothetical protein","-","-"
"BraA02003289",2.24836678800677,5.68338114647477,116.844401091658,1.53899848538736e-10,4.00393986115653e-09,FALSE," 27.12859","129.00872","BraA02003289","AT2G01100","AT2G01100","FAM133-like protein","-","-"
"BraA05001849",1.78395116596285,3.69800317848368,116.625015041661,1.56749447471971e-10,4.06463970874601e-09,FALSE," 7.587854","26.022455","BraA05001849","AT1G52280","RABG3d","RAB GTPase homolog G3D","-","-"
"BraA09006915",2.11491751608479,5.58174527263083,116.063377412524,1.64309097993736e-10,4.20524423157952e-09,FALSE," 26.18892","113.57026","BraA09006915","AT1G03140","AT1G03140","splicing factor Prp18 family protein","-","-"
"BraA03000032",4.04512748368615,4.93691213951897,115.535354992797,1.7177855661287e-10,4.3469364647694e-09,FALSE,"  6.106792","101.104324","BraA03000032","AT5G01520","AIRP2","RING/U-box superfamily protein","-","-"
"BraA08000543",1.29119285204373,4.08993626982087,114.916084293709,1.81012060704044e-10,4.55860773677064e-09,FALSE,"11.06021","27.15252","BraA08000543","AT1G45150","AT1G45150","alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","-","-"
"BraA04000401",1.75171306306619,7.16561483673399,114.855835680087,1.81938758858355e-10,4.5746263010072e-09,FALSE," 84.99208","286.20909","BraA04000401","AT3G56680","AT3G56680","Single-stranded nucleic acid binding R3H protein","-","-"
"BraA08001534",1.56679452481984,7.75785832571785,114.644912330715,1.85223843111429e-10,4.6497979116011e-09,FALSE,"145.8878","432.2182","BraA08001534","AT5G53300","UBC10","ubiquitin-conjugating enzyme 10","-","-"
"BraA07002276",2.76465845976202,4.48588908008422,114.400565335739,1.89110261878938e-10,4.72324090703657e-09,FALSE," 9.194886","62.915352","BraA07002276","AT3G61350","SKIP4","SKP1 interacting partner 4","-","-"
"BraA07002537",1.83491276407628,4.16761293708037,114.27386172071,1.91160324007752e-10,4.75254090933576e-09,FALSE," 9.840465","35.357918","BraA07002537","AT1G77540","AT1G77540","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA06001207",1.27942362017719,4.5330344896078,114.211195601043,1.92183172145023e-10,4.7637214638782e-09,FALSE,"16.53631","40.21375","BraA06001207","AT1G08370","DCP1","decapping 1","-","-"
"BraA04001691",1.44179572714329,5.73660278951848,114.113128591463,1.93795790805163e-10,4.78342586150208e-09,FALSE," 38.42537","104.23448","BraA04001691","AT2G23070","AT2G23070","Protein kinase superfamily protein","-","-"
"BraA10001033",1.97839165953742,5.02073445659487,113.82038533442,1.986977367834e-10,4.8790988720292e-09,FALSE,"19.12769","74.92324","BraA10001033","AT5G54730","G18F","yeast autophagy 18 F-like protein","-","-"
"BraA06003545",2.60307887608816,6.43810707131873,113.742326790393,2.00027446531447e-10,4.89654971812316e-09,FALSE," 39.31878","239.54782","BraA06003545","AT5G23590","AT5G23590","DNAJ heat shock N-terminal domain-containing protein","-","-"
"BraA10000200",1.44644400978551,5.59987887298431,113.74214299276,2.00030588866149e-10,4.89654971812316e-09,FALSE," 32.37313"," 88.43250","BraA10000200","AT1G03365","AT1G03365","RING/U-box superfamily protein","-","-"
"BraA01003458",3.63537590888187,3.87328970461307,113.718520002198,2.00434910951289e-10,4.89882841362311e-09,FALSE," 3.602563","45.353072","BraA01003458","AT2G18900","AT2G18900","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA09003758",2.21157387526237,4.17162720692297,113.565294248118,2.03079115094476e-10,4.94808865570752e-09,FALSE," 7.900869","36.914817","BraA09003758","AT1G29970","RPL18AA","60S ribosomal protein L18A-1","-","-"
"BraA04001735",5.1837371706102,7.055412384894,112.731417854867,2.18149701996572e-10,5.28257893757854e-09,FALSE," 14.24870","517.93964","BraA04001735","AT2G23790","AT2G23790","calcium uniporter (DUF607)","-","-"
"BraA01003409",2.23085846804751,5.84160544272375,112.669232766084,2.19321280998093e-10,5.30279103365588e-09,FALSE," 28.97314","136.14631","BraA01003409","AT3G22200","POP2","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","YES"
"BraA01001245",1.41409426669412,6.8814307565248,112.439123738691,2.23716382387723e-10,5.40076051960545e-09,FALSE," 79.59905","212.01185","BraA01001245","AT4G20850","TPP2","tripeptidyl peptidase ii","-","-"
"BraA03004775",1.63744774422091,4.47902149500136,111.936595339543,2.33650999845517e-10,5.58915917563592e-09,FALSE,"14.82649","46.22914","BraA03004775","AT3G49870","ARLA1C","ADP-ribosylation factor-like A1C","-","-"
"BraA08003166",11.1106020629779,2.51150046584934,169.998605323601,2.34821203071139e-10,5.59620649685941e-09,FALSE," 0.00000000","26.86990426","BraA08003166","AT1G20900","ESC","Putative AT-hook DNA-binding family protein","-","YES"
"BraA07003925",4.09979158831718,6.01221870440072,111.622204613339,2.40109317036937e-10,5.66614790129143e-09,FALSE," 12.91010","221.64775","BraA07003925","AT1G77000","SKP2B","RNI-like superfamily protein","-","-"
"BraA06001724",9.80288272116256,4.48785091065784,111.501024293811,2.42650199032818e-10,5.70898973509201e-09,FALSE," 0.07780285","93.09380814","BraA06001724","AT1G15380","GLYI4","Lactoylglutathione lyase / glyoxalase I family protein","-","-"
"BraA01004530",2.13200150610143,5.01855972015513,111.107219067931,2.51111173010626e-10,5.8256830649489e-09,FALSE,"17.51166","76.49244","BraA01004530","AT3G07290","AT3G07290","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA02002760",3.28498971560629,5.83168107621139,110.83621211933,2.5711972944869e-10,5.91676102561752e-09,FALSE," 17.03479","167.36961","BraA02002760","AT1G79590","SYP52","syntaxin of plants 52","-","-"
"BraA07002598",1.6798550433533,8.35753648251393,110.699235436902,2.60215934393687e-10,5.97293116425329e-09,FALSE,"208.1972","666.9934","BraA07002598","AT1G75950","SKP1","S phase kinase-associated protein 1","-","YES"
"BraA02003047",2.28704189624465,5.1888707652565,110.678020221005,2.60699092111945e-10,5.97293116425329e-09,FALSE," 17.94245"," 87.72381","BraA02003047","AT4G12400","Hop3","stress-inducible protein","-","-"
"BraA03002557",1.90752352140552,3.7779031603435,110.253869010006,2.70566135047458e-10,6.11883759432039e-09,FALSE," 7.102678","26.890652","BraA03002557","AT2G46800","ZAT","zinc transporter","-","-"
"BraA05004538",1.93199125997099,5.70463589735487,109.680130370855,2.84563994818286e-10,6.38949683086994e-09,FALSE," 31.61176","120.67422","BraA05004538","AT3G03880","AT3G03880","sterol O-acyltransferase, putative (DUF1639)","-","-"
"BraA03000975",2.9235925286615,3.6494351911849,109.614575904134,2.86212784303259e-10,6.40823502835461e-09,FALSE," 4.255690","31.733382","BraA03000975","AT5G19630","AT5G19630","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09002235",1.76239393489672,3.90768978098199,109.01966094023,3.01659194035671e-10,6.66870184567621e-09,FALSE," 8.111253","27.660630","BraA09002235","AT5G45360","AT5G45360","F-box family protein","-","-"
"BraA05003839",2.25320076785832,5.37435529662522,108.962729354455,3.03184174142131e-10,6.67429216922677e-09,FALSE,"20.11437","96.23538","BraA05003839","AT3G12800","SDRB","short-chain dehydrogenase-reductase B","-","-"
"BraA07001373",6.23598473503989,2.94586071883607,108.657332444398,3.11508839799816e-10,6.81467692693237e-09,FALSE," 0.3881004","32.7544524","BraA07001373","AT1G23550","SRO2","similar to RCD one 2","-","-"
"BraA09004992",2.45801007181551,5.88545940869601,108.649484490448,3.11726009364124e-10,6.81467692693237e-09,FALSE," 27.24772","150.03435","BraA09004992","AT3G56310","AT3G56310","Melibiase family protein","-","-"
"BraA09004147",2.27499415667428,6.96824576293911,108.587006143895,3.13460795663987e-10,6.81706359173808e-09,FALSE," 64.49537","311.91665","BraA09004147","AT1G27090","AT1G27090","glycine-rich protein","-","-"
"BraA07000758",1.98772997133854,5.59409012505507,108.584266045891,3.13537117434956e-10,6.81706359173808e-09,FALSE," 26.83532","106.23486","BraA07000758","AT3G24800","PRT1","proteolysis 1","-","-"
"BraA10003020",2.01316682835743,5.15221800679782,108.36683967684,3.19658071057201e-10,6.92079510101836e-09,FALSE,"20.90496","84.13916","BraA10003020","AT5G03970","AT5G03970","F-box associated ubiquitination effector family protein","-","-"
"BraA03005530",1.68442901666612,6.23785960976412,108.222091997082,3.23804892899874e-10,7.00094644813739e-09,FALSE," 46.04253","148.19256","BraA03005530","AT4G24520","ATR1","P450 reductase 1","-","YES"
"BraA07002596",1.49573725765596,7.03728107752321,108.087084106845,3.27725392936641e-10,7.06629819838731e-09,FALSE," 86.96478","245.40985","BraA07002596","AT1G76010","AT1G76010","Alba DNA/RNA-binding protein","-","-"
"BraA08002344",1.24136504663387,6.93792521465949,108.05726108529,3.28598359572678e-10,7.06889639154396e-09,FALSE," 90.34110","213.56864","BraA08002344","AT4G36690","ATU2AF65A","U2 snRNP auxilliary factor, large subunit, splicing factor","-","-"
"BraA06001483",1.86120298773475,5.62413240145452,107.958157754896,3.31517460531799e-10,7.09781685650219e-09,FALSE," 28.97365","105.50577","BraA06001483","AT1G11480","AT1G11480","eukaryotic translation initiation factor-like protein","-","-"
"BraA06003872",4.04339688372025,8.42712253292281,107.945482666882,3.31892833950801e-10,7.09781685650219e-09,FALSE,"  62.70982","1036.11969","BraA06003872","AT5G28050","AT5G28050","Cytidine/deoxycytidylate deaminase family protein","-","-"
"BraA01004146",1.43461865137854,5.66042137233363,107.449686719083,3.46944314338738e-10,7.35970823139048e-09,FALSE,"33.12247","89.66249","BraA01004146","AT3G13225","AT3G13225","WW domain-containing protein","-","-"
"BraA01003556",2.20375729500942,4.93017207079383,107.342531200005,3.50293852189557e-10,7.41078660411777e-09,FALSE,"16.16115","74.67146","BraA01003556","AT3G19990","AT3G19990","E3 ubiquitin-protein ligase","-","-"
"BraA06004667",1.72154913039529,6.0888715432396,106.840051077605,3.66476249218692e-10,7.701383394796e-09,FALSE," 43.17791","142.20066","BraA06004667","AT5G46840","AT5G46840","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA10001950",5.6412928740378,5.03679346305512,106.725226728134,3.70287044962317e-10,7.7504229889719e-09,FALSE,"  2.330548","118.273872","BraA10001950","AT5G18130","AT5G18130","transmembrane protein","-","-"
"BraA07002149",2.36757073301737,5.74607409444725,106.645361939897,3.72962973652525e-10,7.79606534567165e-09,FALSE," 24.77269","128.15394","BraA07002149","AT3G58490","SPP1","Phosphatidic acid phosphatase (PAP2) family protein","-","-"
"BraA09002631",1.59282798715638,7.80257089666791,106.515496278664,3.77359174640049e-10,7.86706411766143e-09,FALSE,"134.8068","406.5176","BraA09002631","AT1G36730","AT1G36730","Translation initiation factor IF2/IF5","-","-"
"BraA07003198",1.60854956377087,6.6270202369017,106.011892876047,3.94947149001899e-10,8.19034008602094e-09,FALSE," 64.24751","195.83973","BraA07003198","AT1G68370","ARG1","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA07002488",2.10715587006287,4.67655778672783,105.831546245007,4.01460524332222e-10,8.31160571783181e-09,FALSE,"13.83560","59.45555","BraA07002488","AT1G78895","AT1G78895","Reticulon family protein","-","-"
"BraA06002357",2.39348904446575,5.37936897369553,105.687805591103,4.06735412021053e-10,8.37197411711857e-09,FALSE," 19.14994","101.11687","BraA06002357","AT1G21780","AT1G21780","BTB/POZ domain-containing protein","-","-"
"BraA06004285",4.51003200599031,6.83919318755641,105.618268580878,4.09314208519497e-10,8.39974659986555e-09,FALSE," 17.70608","405.45979","BraA06004285","AT3G26840","PES2","Esterase/lipase/thioesterase family protein","-","-"
"BraA03006111",1.94256839492453,4.6774381906884,105.598503715871,4.10050430714732e-10,8.40389815032537e-09,FALSE,"13.27033","51.40536","BraA03006111","AT4G32160","AT4G32160","Phox (PX) domain-containing protein","-","-"
"BraA05000435",1.48409340212844,6.53189626450453,105.481821765934,4.14426138283919e-10,8.44785172221409e-09,FALSE," 63.77768","178.27910","BraA05000435","AT2G43070","SPPL3","SIGNAL PEPTIDE PEPTIDASE-LIKE 3","-","-"
"BraA05003060",1.99930027392944,3.76131018580133,105.469832533645,4.1487861380378e-10,8.44785172221409e-09,FALSE," 7.702341","30.691110","BraA05003060","AT5G50960","NBP35","nucleotide binding protein 35","-","-"
"BraA03003841",1.96413208218934,5.32922994809062,105.359547797016,4.19066039177237e-10,8.52209232125285e-09,FALSE," 23.59755"," 91.67189","BraA03003841","AT3G13340","AT3G13340","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA08001833",2.87980065786078,5.11139774675753,105.304898461171,4.21158023997638e-10,8.55358360996492e-09,FALSE," 13.425201"," 98.986628","BraA08001833","AT4G32150","VAMP711","vesicle-associated membrane protein 711","-","-"
"BraA01004134",2.03244271073065,5.24387582671737,105.278876154625,4.22158146296668e-10,8.56284693648139e-09,FALSE,"21.44385","87.46363","BraA01004134","AT3G13570","SCL30A","SC35-like splicing factor 30A","-","-"
"BraA05004135",1.58676492954873,5.74080570943625,105.100422596564,4.29086601342061e-10,8.69217902847367e-09,FALSE," 35.34346","106.29053","BraA05004135","AT3G09300","ORP3B","OSBP(oxysterol binding protein)-related protein 3B","-","-"
"BraA04002840",2.64337921367087,7.15072043131216,104.536286146947,4.51814127642554e-10,9.07086016466046e-09,FALSE," 59.06933","368.74557","BraA04002840","AT2G39570","ACR9","ACT domain-containing protein","-","-"
"BraA05002529",2.02942001553741,6.042531397255,104.444152844969,4.55648598652169e-10,9.12456608496837e-09,FALSE," 38.09718","155.72897","BraA05002529","AT3G22530","AT3G22530","heat shock protein","-","-"
"BraA06001997",3.49241418890144,7.13416509406168,104.073311663959,4.71443900732531e-10,9.4049771831813e-09,FALSE," 39.73022","446.80745","BraA06001997","AT1G18270","AT1G18270","ketose-bisphosphate aldolase class-II family protein","-","-"
"BraA01002210",2.05763850076222,5.95777148245235,103.921938321384,4.78061464334663e-10,9.52492082104758e-09,FALSE," 36.65725","152.62311","BraA01002210","AT4G16430","AT4G16430","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA08002067",1.64391889167072,5.20561642663017,103.893182388625,4.79329950603485e-10,9.53812063527037e-09,FALSE,"23.31504","72.77265","BraA08002067","AT1G55325","GCT","RNA polymerase II transcription mediator","-","-"
"BraA03001865",1.3192566742971,5.70189336384168,103.479324724155,4.9799683986875e-10,9.87212879034524e-09,FALSE,"37.26305","92.96712","BraA03001865","AT2G33410","AT2G33410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA04002963",1.50841839297513,4.90491573696812,103.233406382805,5.09461872614469e-10,1.00580303981156e-08,FALSE,"18.95662","53.99777","BraA04002963","AT2G40930","UBP5","ubiquitin-specific protease 5","-","-"
"BraA08001583",4.646910223373,4.75730792036668,103.090356726321,5.16262700199319e-10,1.01574686264216e-08,FALSE," 3.727270","93.237130","BraA08001583","AT4G05530","IBR1","indole-3-butyric acid response 1","-","-"
"BraA09004834",2.95403566185095,3.27381247719456,102.473405671669,5.46744507115618e-10,1.07036797786068e-08,FALSE," 3.268467","25.146338","BraA09004834","AT3G54680","AT3G54680","proteophosphoglycan-like protein","-","-"
"BraA07004141",1.74227171581753,5.29019071974102,102.342550717277,5.53457768535054e-10,1.07948268608944e-08,FALSE,"23.46295","78.84423","BraA07004141","AT1G80780","AT1G80780","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","-","-"
"BraA03001219",7.7597497298736,4.57804652437568,101.925224157033,5.75473010218792e-10,1.11140431666795e-08,FALSE," 0.3901626","95.3128154","BraA03001219","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA01000801",2.16366396811635,5.7246462663624,101.851807065688,5.7944346963346e-10,1.11475714547678e-08,FALSE," 27.52945","123.69438","BraA01000801","AT4G30360","CNGC17","cyclic nucleotide-gated channel 17","-","-"
"BraA09006430",2.3285727325588,5.60763184971025,101.834393298727,5.80389580806016e-10,1.11475714547678e-08,FALSE," 23.33012","117.26305","BraA09006430","AT1G12360","KEU","Sec1/munc18-like (SM) proteins superfamily","-","-"
"BraA03003759",1.99268862405822,6.93034257394161,101.782946118098,5.83194584600927e-10,1.11808559824831e-08,FALSE," 69.48030","276.57968","BraA03003759","AT3G11900","ANT1","aromatic and neutral transporter 1","-","YES"
